kba |t0| |t1| |t2| |t3| |t4|
2.089485e+00 4.623516e-01 8.054868e-01 8.989371e-01 3.979452e-01 8.736643e-02
2.096567e+00 4.686864e-01 8.014130e-01 9.014417e-01 4.013341e-01 8.872747e-02
2.103648e+00 4.749969e-01 7.973012e-01 9.039189e-01 4.047304e-01 9.010216e-02
2.110730e+00 4.812829e-01 7.931514e-01 9.063686e-01 4.081337e-01 9.149054e-02
2.117811e+00 4.875440e-01 7.889640e-01 9.087906e-01 4.115439e-01 9.289264e-02
2.124893e+00 4.937798e-01 7.847390e-01 9.111847e-01 4.149609e-01 9.430848e-02
2.131974e+00 4.999902e-01 7.804767e-01 9.135507e-01 4.183846e-01 9.573809e-02
2.139056e+00 5.061747e-01 7.761772e-01 9.158884e-01 4.218146e-01 9.718148e-02
2.146137e+00 5.123330e-01 7.718407e-01 9.181977e-01 4.252509e-01 9.863869e-02
2.153219e+00 5.184649e-01 7.674675e-01 9.204783e-01 4.286932e-01 1.001097e-01
2.160300e+00 5.245700e-01 7.630576e-01 9.227301e-01 4.321415e-01 1.015946e-01
2.167382e+00 5.306481e-01 7.586114e-01 9.249530e-01 4.355955e-01 1.030934e-01
2.174464e+00 5.366987e-01 7.541290e-01 9.271467e-01 4.390551e-01 1.046061e-01
2.181545e+00 5.427217e-01 7.496106e-01 9.293110e-01 4.425200e-01 1.061327e-01
2.188627e+00 5.487166e-01 7.450565e-01 9.314458e-01 4.459902e-01 1.076732e-01
2.195708e+00 5.546833e-01 7.404667e-01 9.335510e-01 4.494654e-01 1.092276e-01
2.202790e+00 5.606214e-01 7.358416e-01 9.356263e-01 4.529454e-01 1.107960e-01
2.209871e+00 5.665305e-01 7.311813e-01 9.376716e-01 4.564301e-01 1.123783e-01
2.216953e+00 5.724105e-01 7.264860e-01 9.396867e-01 4.599194e-01 1.139747e-01
2.224034e+00 5.782609e-01 7.217560e-01 9.416714e-01 4.634129e-01 1.155850e-01
2.231116e+00 5.840816e-01 7.169914e-01 9.436257e-01 4.669106e-01 1.172093e-01
2.238197e+00 5.898722e-01 7.121925e-01 9.455492e-01 4.704123e-01 1.188476e-01
2.245279e+00 5.956324e-01 7.073595e-01 9.474420e-01 4.739177e-01 1.204999e-01
2.252361e+00 6.013620e-01 7.024927e-01 9.493037e-01 4.774268e-01 1.221662e-01
2.259442e+00 6.070605e-01 6.975921e-01 9.511342e-01 4.809392e-01 1.238465e-01
2.266524e+00 6.127279e-01 6.926581e-01 9.529335e-01 4.844549e-01 1.255408e-01
2.273605e+00 6.183637e-01 6.876909e-01 9.547013e-01 4.879737e-01 1.272491e-01
2.280687e+00 6.239677e-01 6.826907e-01 9.564374e-01 4.914954e-01 1.289715e-01
2.287768e+00 6.295396e-01 6.776577e-01 9.581418e-01 4.950197e-01 1.307079e-01
2.294850e+00 6.350791e-01 6.725922e-01 9.598143e-01 4.985465e-01 1.324582e-01
2.301931e+00 6.405860e-01 6.674944e-01 9.614546e-01 5.020757e-01 1.342226e-01
2.309013e+00 6.460599e-01 6.623645e-01 9.630628e-01 5.056070e-01 1.360010e-01
2.316094e+00 6.515006e-01 6.572027e-01 9.646386e-01 5.091403e-01 1.377934e-01
2.323176e+00 6.569079e-01 6.520094e-01 9.661819e-01 5.126753e-01 1.395997e-01
2.330258e+00 6.622813e-01 6.467847e-01 9.676925e-01 5.162119e-01 1.414201e-01
2.337339e+00 6.676208e-01 6.415288e-01 9.691703e-01 5.197499e-01 1.432544e-01
2.344421e+00 6.729260e-01 6.362421e-01 9.706152e-01 5.232891e-01 1.451026e-01
2.351502e+00 6.781966e-01 6.309247e-01 9.720270e-01 5.268293e-01 1.469648e-01
2.358584e+00 6.834323e-01 6.255769e-01 9.734056e-01 5.303704e-01 1.488409e-01
2.365665e+00 6.886330e-01 6.201990e-01 9.747508e-01 5.339121e-01 1.507310e-01
2.372747e+00 6.937984e-01 6.147911e-01 9.760626e-01 5.374542e-01 1.526349e-01
2.379828e+00 6.989281e-01 6.093536e-01 9.773407e-01 5.409966e-01 1.545527e-01
2.386910e+00 7.040219e-01 6.038867e-01 9.785851e-01 5.445391e-01 1.564844e-01
2.393991e+00 7.090796e-01 5.983906e-01 9.797957e-01 5.480815e-01 1.584299e-01
2.401073e+00 7.141010e-01 5.928656e-01 9.809722e-01 5.516236e-01 1.603892e-01
2.408155e+00 7.190857e-01 5.873120e-01 9.821146e-01 5.551652e-01 1.623624e-01
2.415236e+00 7.240335e-01 5.817300e-01 9.832227e-01 5.587060e-01 1.643493e-01
2.422318e+00 7.289442e-01 5.761198e-01 9.842965e-01 5.622461e-01 1.663499e-01
2.429399e+00 7.338176e-01 5.704818e-01 9.853358e-01 5.657850e-01 1.683643e-01
2.436481e+00 7.386533e-01 5.648162e-01 9.863405e-01 5.693227e-01 1.703924e-01
2.443562e+00 7.434511e-01 5.591232e-01 9.873104e-01 5.728589e-01 1.724341e-01
2.450644e+00 7.482108e-01 5.534031e-01 9.882456e-01 5.763935e-01 1.744895e-01
2.457725e+00 7.529322e-01 5.476562e-01 9.891457e-01 5.799262e-01 1.765585e-01
2.464807e+00 7.576150e-01 5.418828e-01 9.900108e-01 5.834570e-01 1.786410e-01
2.471888e+00 7.622590e-01 5.360831e-01 9.908407e-01 5.869854e-01 1.807372e-01
2.478970e+00 7.668639e-01 5.302573e-01 9.916353e-01 5.905115e-01 1.828468e-01
2.486052e+00 7.714296e-01 5.244059e-01 9.923946e-01 5.940350e-01 1.849699e-01
2.493133e+00 7.759557e-01 5.185289e-01 9.931183e-01 5.975556e-01 1.871064e-01
2.500215e+00 7.804421e-01 5.126268e-01 9.938064e-01 6.010733e-01 1.892563e-01
2.507296e+00 7.848886e-01 5.066997e-01 9.944589e-01 6.045877e-01 1.914196e-01
2.514378e+00 7.892949e-01 5.007480e-01 9.950755e-01 6.080988e-01 1.935963e-01
2.521459e+00 7.936607e-01 4.947720e-01 9.956562e-01 6.116063e-01 1.957862e-01
2.528541e+00 7.979860e-01 4.887719e-01 9.962009e-01 6.151100e-01 1.979893e-01
2.535622e+00 8.022704e-01 4.827479e-01 9.967096e-01 6.186097e-01 2.002056e-01
2.542704e+00 8.065137e-01 4.767005e-01 9.971820e-01 6.221053e-01 2.024351e-01
2.549785e+00 8.107158e-01 4.706298e-01 9.976182e-01 6.255964e-01 2.046777e-01
2.556867e+00 8.148764e-01 4.645361e-01 9.980180e-01 6.290831e-01 2.069334e-01
2.563948e+00 8.189953e-01 4.584198e-01 9.983814e-01 6.325649e-01 2.092021e-01
2.571030e+00 8.230724e-01 4.522811e-01 9.987082e-01 6.360419e-01 2.114837e-01
2.578112e+00 8.271073e-01 4.461204e-01 9.989984e-01 6.395136e-01 2.137783e-01
2.585193e+00 8.310999e-01 4.399378e-01 9.992519e-01 6.429801e-01 2.160857e-01
2.592275e+00 8.350501e-01 4.337337e-01 9.994686e-01 6.464410e-01 2.184059e-01
2.599356e+00 8.389575e-01 4.275084e-01 9.996484e-01 6.498961e-01 2.207389e-01
2.606438e+00 8.428221e-01 4.212622e-01 9.997914e-01 6.533453e-01 2.230845e-01
2.613519e+00 8.466436e-01 4.149954e-01 9.998972e-01 6.567884e-01 2.254429e-01
2.620601e+00 8.504218e-01 4.087082e-01 9.999661e-01 6.602252e-01 2.278138e-01
2.627682e+00 8.541565e-01 4.024010e-01 9.999977e-01 6.636554e-01 2.301973e-01
2.634764e+00 8.578476e-01 3.960740e-01 9.999921e-01 6.670789e-01 2.325932e-01
2.641845e+00 8.614949e-01 3.897276e-01 9.999493e-01 6.704955e-01 2.350015e-01
2.648927e+00 8.650982e-01 3.833621e-01 9.998690e-01 6.739050e-01 2.374222e-01
2.656009e+00 8.686572e-01 3.769777e-01 9.997514e-01 6.773072e-01 2.398552e-01
2.663090e+00 8.721719e-01 3.705748e-01 9.995963e-01 6.807018e-01 2.423004e-01
2.670172e+00 8.756421e-01 3.641537e-01 9.994036e-01 6.840888e-01 2.447578e-01
2.677253e+00 8.790675e-01 3.577146e-01 9.991733e-01 6.874679e-01 2.472273e-01
2.684335e+00 8.824481e-01 3.512579e-01 9.989054e-01 6.908389e-01 2.497088e-01
2.691416e+00 8.857835e-01 3.447839e-01 9.985997e-01 6.942016e-01 2.522023e-01
2.698498e+00 8.890738e-01 3.382929e-01 9.982563e-01 6.975558e-01 2.547077e-01
2.705579e+00 8.923187e-01 3.317852e-01 9.978751e-01 7.009013e-01 2.572249e-01
2.712661e+00 8.955180e-01 3.252611e-01 9.974560e-01 7.042379e-01 2.597539e-01
2.719742e+00 8.986716e-01 3.187209e-01 9.969989e-01 7.075655e-01 2.622946e-01
2.726824e+00 9.017794e-01 3.121650e-01 9.965040e-01 7.108837e-01 2.648469e-01
2.733906e+00 9.048411e-01 3.055935e-01 9.959710e-01 7.141926e-01 2.674107e-01
2.740987e+00 9.078567e-01 2.990070e-01 9.954000e-01 7.174917e-01 2.699860e-01
2.748069e+00 9.108260e-01 2.924056e-01 9.947909e-01 7.207810e-01 2.725727e-01
2.755150e+00 9.137487e-01 2.857897e-01 9.941437e-01 7.240602e-01 2.751707e-01
2.762232e+00 9.166249e-01 2.791595e-01 9.934584e-01 7.273292e-01 2.777799e-01
2.769313e+00 9.194543e-01 2.725155e-01 9.927348e-01 7.305878e-01 2.804004e-01
2.776395e+00 9.222369e-01 2.658579e-01 9.919730e-01 7.338357e-01 2.830318e-01
2.783476e+00 9.249723e-01 2.591871e-01 9.911730e-01 7.370727e-01 2.856743e-01
2.790558e+00 9.276607e-01 2.525033e-01 9.903348e-01 7.402988e-01 2.883278e-01
2.797639e+00 9.303017e-01 2.458069e-01 9.894582e-01 7.435136e-01 2.909920e-01
2.804721e+00 9.328953e-01 2.390983e-01 9.885433e-01 7.467170e-01 2.936670e-01
2.811803e+00 9.354413e-01 2.323776e-01 9.875900e-01 7.499088e-01 2.963527e-01
2.818884e+00 9.379396e-01 2.256453e-01 9.865984e-01 7.530887e-01 2.990490e-01
2.825966e+00 9.403901e-01 2.189016e-01 9.855684e-01 7.562567e-01 3.017558e-01
2.833047e+00 9.427927e-01 2.121470e-01 9.845000e-01 7.594125e-01 3.044730e-01
2.840129e+00 9.451473e-01 2.053816e-01 9.833932e-01 7.625559e-01 3.072005e-01
2.847210e+00 9.474537e-01 1.986059e-01 9.822479e-01 7.656867e-01 3.099383e-01
2.854292e+00 9.497118e-01 1.918202e-01 9.810643e-01 7.688047e-01 3.126862e-01
2.861373e+00 9.519215e-01 1.850247e-01 9.798421e-01 7.719098e-01 3.154441e-01
2.868455e+00 9.540827e-01 1.782199e-01 9.785816e-01 7.750017e-01 3.182121e-01
2.875536e+00 9.561953e-01 1.714060e-01 9.772825e-01 7.780803e-01 3.209899e-01
2.882618e+00 9.582592e-01 1.645834e-01 9.759451e-01 7.811453e-01 3.237775e-01
2.889700e+00 9.602742e-01 1.577523e-01 9.745691e-01 7.841966e-01 3.265748e-01
2.896781e+00 9.622404e-01 1.509132e-01 9.731547e-01 7.872340e-01 3.293816e-01
2.903863e+00 9.641576e-01 1.440663e-01 9.717019e-01 7.902572e-01 3.321980e-01
2.910944e+00 9.660256e-01 1.372120e-01 9.702106e-01 7.932662e-01 3.350238e-01
2.918026e+00 9.678445e-01 1.303507e-01 9.686808e-01 7.962607e-01 3.378588e-01
2.925107e+00 9.696141e-01 1.234825e-01 9.671126e-01 7.992405e-01 3.407031e-01
2.932189e+00 9.713343e-01 1.166079e-01 9.655060e-01 8.022054e-01 3.435565e-01
2.939270e+00 9.730051e-01 1.097273e-01 9.638610e-01 8.051553e-01 3.464189e-01
2.946352e+00 9.746263e-01 1.028408e-01 9.621777e-01 8.080899e-01 3.492901e-01
2.953433e+00 9.761979e-01 9.594895e-02 9.604559e-01 8.110091e-01 3.521702e-01
2.960515e+00 9.777199e-01 8.905196e-02 9.586958e-01 8.139126e-01 3.550590e-01
2.967597e+00 9.791921e-01 8.215020e-02 9.568973e-01 8.168004e-01 3.579564e-01
2.974678e+00 9.806144e-01 7.524400e-02 9.550605e-01 8.196722e-01 3.608623e-01
2.981760e+00 9.819868e-01 6.833369e-02 9.531855e-01 8.225278e-01 3.637765e-01
2.988841e+00 9.833093e-01 6.141960e-02 9.512722e-01 8.253670e-01 3.666990e-01
2.995923e+00 9.845817e-01 5.450208e-02 9.493206e-01 8.281897e-01 3.696297e-01
3.003004e+00 9.858041e-01 4.758145e-02 9.473309e-01 8.309956e-01 3.725685e-01
3.010086e+00 9.869763e-01 4.065804e-02 9.453030e-01 8.337846e-01 3.755152e-01
3.017167e+00 9.880982e-01 3.373220e-02 9.432370e-01 8.365566e-01 3.784698e-01
3.024249e+00 9.891700e-01 2.680425e-02 9.411328e-01 8.393112e-01 3.814321e-01
3.031330e+00 9.901914e-01 1.987453e-02 9.389906e-01 8.420484e-01 3.844020e-01
3.038412e+00 9.911624e-01 1.294338e-02 9.368104e-01 8.447679e-01 3.873795e-01
3.045494e+00 9.920830e-01 6.011128e-03 9.345922e-01 8.474696e-01 3.903643e-01
3.052575e+00 9.929532e-01 9.218871e-04 9.323361e-01 8.501533e-01 3.933564e-01
3.059657e+00 9.937729e-01 7.855331e-03 9.300422e-01 8.528188e-01 3.963557e-01
3.066738e+00 9.945420e-01 1.478887e-02 9.277103e-01 8.554659e-01 3.993621e-01
3.073820e+00 9.952606e-01 2.172216e-02 9.253407e-01 8.580945e-01 4.023754e-01
3.080901e+00 9.959286e-01 2.865488e-02 9.229334e-01 8.607043e-01 4.053955e-01
3.087983e+00 9.965459e-01 3.558668e-02 9.204884e-01 8.632953e-01 4.084224e-01
3.095064e+00 9.971126e-01 4.251724e-02 9.180058e-01 8.658672e-01 4.114558e-01
3.102146e+00 9.976286e-01 4.944620e-02 9.154856e-01 8.684198e-01 4.144957e-01
3.109227e+00 9.980939e-01 5.637325e-02 9.129279e-01 8.709529e-01 4.175420e-01
3.116309e+00 9.985085e-01 6.329804e-02 9.103328e-01 8.734665e-01 4.205945e-01
3.123391e+00 9.988723e-01 7.022023e-02 9.077003e-01 8.759603e-01 4.236531e-01
3.130472e+00 9.991854e-01 7.713950e-02 9.050305e-01 8.784341e-01 4.267177e-01
3.137554e+00 9.994476e-01 8.405550e-02 9.023234e-01 8.808878e-01 4.297882e-01
3.144635e+00 9.996591e-01 9.096790e-02 8.995792e-01 8.833212e-01 4.328644e-01
3.151717e+00 9.998198e-01 9.787636e-02 8.967979e-01 8.857341e-01 4.359463e-01
3.158798e+00 9.999297e-01 1.047806e-01 8.939796e-01 8.881264e-01 4.390337e-01
3.165880e+00 9.999888e-01 1.116801e-01 8.911243e-01 8.904978e-01 4.421264e-01
3.172961e+00 9.999971e-01 1.185748e-01 8.882321e-01 8.928483e-01 4.452244e-01
3.180043e+00 9.999546e-01 1.254641e-01 8.853032e-01 8.951776e-01 4.483275e-01
3.187124e+00 9.998613e-01 1.323479e-01 8.823375e-01 8.974855e-01 4.514356e-01
3.194206e+00 9.997172e-01 1.392257e-01 8.793353e-01 8.997720e-01 4.545486e-01
3.201288e+00 9.995224e-01 1.460972e-01 8.762964e-01 9.020368e-01 4.576663e-01
3.208369e+00 9.992768e-01 1.529621e-01 8.732212e-01 9.042798e-01 4.607886e-01
3.215451e+00 9.989804e-01 1.598201e-01 8.701095e-01 9.065009e-01 4.639155e-01
3.222532e+00 9.986333e-01 1.666707e-01 8.669616e-01 9.086997e-01 4.670466e-01
3.229614e+00 9.982355e-01 1.735138e-01 8.637775e-01 9.108762e-01 4.701820e-01
3.236695e+00 9.977870e-01 1.803489e-01 8.605574e-01 9.130303e-01 4.733215e-01
3.243777e+00 9.972879e-01 1.871757e-01 8.573012e-01 9.151617e-01 4.764650e-01
3.250858e+00 9.967381e-01 1.939939e-01 8.540092e-01 9.172703e-01 4.796123e-01
3.257940e+00 9.961377e-01 2.008031e-01 8.506813e-01 9.193560e-01 4.827633e-01
3.265021e+00 9.954867e-01 2.076031e-01 8.473178e-01 9.214185e-01 4.859178e-01
3.272103e+00 9.947853e-01 2.143935e-01 8.439187e-01 9.234577e-01 4.890758e-01
3.279185e+00 9.940333e-01 2.211739e-01 8.404841e-01 9.254735e-01 4.922371e-01
3.286266e+00 9.932308e-01 2.279440e-01 8.370142e-01 9.274657e-01 4.954015e-01
3.293348e+00 9.923780e-01 2.347035e-01 8.335090e-01 9.294341e-01 4.985689e-01
3.300429e+00 9.914748e-01 2.414521e-01 8.299687e-01 9.313787e-01 5.017393e-01
3.307511e+00 9.905213e-01 2.481894e-01 8.263933e-01 9.332991e-01 5.049124e-01
3.314592e+00 9.895175e-01 2.549151e-01 8.227830e-01 9.351954e-01 5.080881e-01
3.321674e+00 9.884635e-01 2.616289e-01 8.191380e-01 9.370673e-01 5.112663e-01
3.328755e+00 9.873593e-01 2.683305e-01 8.154582e-01 9.389146e-01 5.144468e-01
3.335837e+00 9.862051e-01 2.750195e-01 8.117439e-01 9.407373e-01 5.176295e-01
3.342918e+00 9.850008e-01 2.816955e-01 8.079952e-01 9.425352e-01 5.208142e-01
3.350000e+00 9.837466e-01 2.883583e-01 8.042121e-01 9.443081e-01 5.240009e-01
3.357082e+00 9.824424e-01 2.950076e-01 8.003949e-01 9.460559e-01 5.271894e-01
3.364163e+00 9.810884e-01 3.016430e-01 7.965436e-01 9.477784e-01 5.303795e-01
3.371245e+00 9.796846e-01 3.082642e-01 7.926584e-01 9.494755e-01 5.335711e-01
3.378326e+00 9.782312e-01 3.148708e-01 7.887394e-01 9.511470e-01 5.367640e-01
3.385408e+00 9.767281e-01 3.214626e-01 7.847867e-01 9.527929e-01 5.399582e-01
3.392489e+00 9.751755e-01 3.280392e-01 7.808006e-01 9.544129e-01 5.431534e-01
3.399571e+00 9.735735e-01 3.346003e-01 7.767810e-01 9.560069e-01 5.463495e-01
3.406652e+00 9.719220e-01 3.411456e-01 7.727282e-01 9.575748e-01 5.495464e-01
3.413734e+00 9.702213e-01 3.476748e-01 7.686423e-01 9.591164e-01 5.527440e-01
3.420815e+00 9.684714e-01 3.541874e-01 7.645235e-01 9.606316e-01 5.559420e-01
3.427897e+00 9.666724e-01 3.606833e-01 7.603718e-01 9.621203e-01 5.591404e-01
3.434979e+00 9.648244e-01 3.671621e-01 7.561875e-01 9.635823e-01 5.623390e-01
3.442060e+00 9.629274e-01 3.736235e-01 7.519706e-01 9.650175e-01 5.655376e-01
3.449142e+00 9.609817e-01 3.800671e-01 7.477214e-01 9.664257e-01 5.687362e-01
3.456223e+00 9.589872e-01 3.864927e-01 7.434399e-01 9.678069e-01 5.719345e-01
3.463305e+00 9.569441e-01 3.929000e-01 7.391264e-01 9.691608e-01 5.751324e-01
3.470386e+00 9.548525e-01 3.992885e-01 7.347810e-01 9.704874e-01 5.783297e-01
3.477468e+00 9.527125e-01 4.056580e-01 7.304039e-01 9.717866e-01 5.815264e-01
3.484549e+00 9.505242e-01 4.120083e-01 7.259951e-01 9.730581e-01 5.847223e-01
3.491631e+00 9.482878e-01 4.183389e-01 7.215549e-01 9.743019e-01 5.879171e-01
3.498712e+00 9.460032e-01 4.246495e-01 7.170835e-01 9.755178e-01 5.911109e-01
3.505794e+00 9.436708e-01 4.309400e-01 7.125809e-01 9.767057e-01 5.943033e-01
3.512876e+00 9.412905e-01 4.372099e-01 7.080474e-01 9.778655e-01 5.974943e-01
3.519957e+00 9.388625e-01 4.434589e-01 7.034832e-01 9.789971e-01 6.006838e-01
3.527039e+00 9.363870e-01 4.496867e-01 6.988883e-01 9.801004e-01 6.038715e-01
3.534120e+00 9.338640e-01 4.558931e-01 6.942630e-01 9.811751e-01 6.070573e-01
3.541202e+00 9.312937e-01 4.620777e-01 6.896074e-01 9.822213e-01 6.102411e-01
3.548283e+00 9.286762e-01 4.682403e-01 6.849218e-01 9.832387e-01 6.134227e-01
3.555365e+00 9.260117e-01 4.743804e-01 6.802062e-01 9.842274e-01 6.166019e-01
3.562446e+00 9.233002e-01 4.804978e-01 6.754609e-01 9.851870e-01 6.197787e-01
3.569528e+00 9.205420e-01 4.865923e-01 6.706861e-01 9.861176e-01 6.229528e-01
3.576609e+00 9.177372e-01 4.926635e-01 6.658818e-01 9.870190e-01 6.261241e-01
3.583691e+00 9.148858e-01 4.987110e-01 6.610484e-01 9.878911e-01 6.292925e-01
3.590773e+00 9.119882e-01 5.047347e-01 6.561860e-01 9.887339e-01 6.324578e-01
3.597854e+00 9.090443e-01 5.107342e-01 6.512948e-01 9.895471e-01 6.356198e-01
3.604936e+00 9.060544e-01 5.167093e-01 6.463749e-01 9.903307e-01 6.387783e-01
3.612017e+00 9.030186e-01 5.226595e-01 6.414266e-01 9.910845e-01 6.419334e-01
3.619099e+00 8.999371e-01 5.285847e-01 6.364500e-01 9.918085e-01 6.450847e-01
3.626180e+00 8.968100e-01 5.344845e-01 6.314453e-01 9.925026e-01 6.482321e-01
3.633262e+00 8.936375e-01 5.403587e-01 6.264128e-01 9.931666e-01 6.513755e-01
3.640343e+00 8.904198e-01 5.462069e-01 6.213526e-01 9.938005e-01 6.545147e-01
3.647425e+00 8.871570e-01 5.520289e-01 6.162650e-01 9.944041e-01 6.576495e-01
3.654506e+00 8.838492e-01 5.578244e-01 6.111500e-01 9.949774e-01 6.607799e-01
3.661588e+00 8.804967e-01 5.635931e-01 6.060080e-01 9.955202e-01 6.639056e-01
3.668670e+00 8.770997e-01 5.693347e-01 6.008391e-01 9.960325e-01 6.670265e-01
3.675751e+00 8.736582e-01 5.750489e-01 5.956435e-01 9.965141e-01 6.701424e-01
3.682833e+00 8.701725e-01 5.807354e-01 5.904214e-01 9.969650e-01 6.732532e-01
3.689914e+00 8.666428e-01 5.863941e-01 5.851730e-01 9.973850e-01 6.763587e-01
3.696996e+00 8.630692e-01 5.920245e-01 5.798986e-01 9.977741e-01 6.794588e-01
3.704077e+00 8.594519e-01 5.976264e-01 5.745984e-01 9.981323e-01 6.825532e-01
3.711159e+00 8.557911e-01 6.031996e-01 5.692725e-01 9.984593e-01 6.856420e-01
3.718240e+00 8.520870e-01 6.087437e-01 5.639211e-01 9.987551e-01 6.887248e-01
3.725322e+00 8.483398e-01 6.142584e-01 5.585446e-01 9.990196e-01 6.918015e-01
3.732403e+00 8.445497e-01 6.197436e-01 5.531430e-01 9.992528e-01 6.948720e-01
3.739485e+00 8.407168e-01 6.251989e-01 5.477167e-01 9.994545e-01 6.979362e-01
3.746567e+00 8.368414e-01 6.306241e-01 5.422658e-01 9.996246e-01 7.009938e-01
3.753648e+00 8.329236e-01 6.360189e-01 5.367905e-01 9.997632e-01 7.040447e-01
3.760730e+00 8.289637e-01 6.413830e-01 5.312911e-01 9.998700e-01 7.070887e-01
3.767811e+00 8.249619e-01 6.467162e-01 5.257678e-01 9.999451e-01 7.101257e-01
3.774893e+00 8.209183e-01 6.520182e-01 5.202208e-01 9.999884e-01 7.131555e-01
3.781974e+00 8.168332e-01 6.572887e-01 5.146503e-01 9.999997e-01 7.161781e-01
3.789056e+00 8.127067e-01 6.625275e-01 5.090566e-01 9.999790e-01 7.191931e-01
3.796137e+00 8.085392e-01 6.677343e-01 5.034398e-01 9.999262e-01 7.222004e-01
3.803219e+00 8.043308e-01 6.729088e-01 4.978003e-01 9.998412e-01 7.252000e-01
3.810300e+00 8.000816e-01 6.780509e-01 4.921382e-01 9.997241e-01 7.281916e-01
3.817382e+00 7.957920e-01 6.831602e-01 4.864538e-01 9.995747e-01 7.311750e-01
3.824464e+00 7.914622e-01 6.882365e-01 4.807473e-01 9.993929e-01 7.341502e-01
3.831545e+00 7.870923e-01 6.932795e-01 4.750190e-01 9.991787e-01 7.371169e-01
3.838627e+00 7.826826e-01 6.982890e-01 4.692690e-01 9.989320e-01 7.400751e-01
3.845708e+00 7.782334e-01 7.032648e-01 4.634976e-01 9.986527e-01 7.430244e-01
3.852790e+00 7.737448e-01 7.082065e-01 4.577051e-01 9.983409e-01 7.459649e-01
3.859871e+00 7.692170e-01 7.131140e-01 4.518917e-01 9.979964e-01 7.488962e-01
3.866953e+00 7.646504e-01 7.179870e-01 4.460576e-01 9.976191e-01 7.518183e-01
3.874034e+00 7.600451e-01 7.228253e-01 4.402030e-01 9.972091e-01 7.547311e-01
3.881116e+00 7.554014e-01 7.276286e-01 4.343283e-01 9.967662e-01 7.576342e-01
3.888197e+00 7.507195e-01 7.323966e-01 4.284336e-01 9.962904e-01 7.605277e-01
3.895279e+00 7.459996e-01 7.371292e-01 4.225192e-01 9.957817e-01 7.634112e-01
3.902361e+00 7.412421e-01 7.418261e-01 4.165854e-01 9.952399e-01 7.662848e-01
3.909442e+00 7.364470e-01 7.464871e-01 4.106323e-01 9.946652e-01 7.691481e-01
3.916524e+00 7.316147e-01 7.511120e-01 4.046603e-01 9.940573e-01 7.720011e-01
3.923605e+00 7.267455e-01 7.557004e-01 3.986695e-01 9.934163e-01 7.748436e-01
3.930687e+00 7.218395e-01 7.602522e-01 3.926603e-01 9.927420e-01 7.776754e-01
3.937768e+00 7.168970e-01 7.647672e-01 3.866329e-01 9.920346e-01 7.804964e-01
3.944850e+00 7.119183e-01 7.692451e-01 3.805875e-01 9.912938e-01 7.833064e-01
3.951931e+00 7.069036e-01 7.736858e-01 3.745244e-01 9.905198e-01 7.861053e-01
3.959013e+00 7.018532e-01 7.780889e-01 3.684439e-01 9.897124e-01 7.888928e-01
3.966094e+00 6.967674e-01 7.824543e-01 3.623462e-01 9.888716e-01 7.916689e-01
3.973176e+00 6.916463e-01 7.867817e-01 3.562315e-01 9.879973e-01 7.944334e-01
3.980258e+00 6.864903e-01 7.910709e-01 3.501001e-01 9.870896e-01 7.971861e-01
3.987339e+00 6.812996e-01 7.953218e-01 3.439524e-01 9.861484e-01 7.999269e-01
3.994421e+00 6.760744e-01 7.995341e-01 3.377884e-01 9.851737e-01 8.026556e-01
4.001502e+00 6.708151e-01 8.037076e-01 3.316086e-01 9.841654e-01 8.053720e-01
4.008584e+00 6.655219e-01 8.078421e-01 3.254131e-01 9.831235e-01 8.080761e-01
4.015665e+00 6.601951e-01 8.119373e-01 3.192022e-01 9.820480e-01 8.107675e-01
4.022747e+00 6.548350e-01 8.159932e-01 3.129762e-01 9.809389e-01 8.134463e-01
4.029828e+00 6.494417e-01 8.200094e-01 3.067354e-01 9.797961e-01 8.161122e-01
4.036910e+00 6.440157e-01 8.239858e-01 3.004800e-01 9.786195e-01 8.187650e-01
4.043991e+00 6.385571e-01 8.279221e-01 2.942103e-01 9.774093e-01 8.214047e-01
4.051073e+00 6.330663e-01 8.318183e-01 2.879265e-01 9.761654e-01 8.240310e-01
4.058155e+00 6.275435e-01 8.356740e-01 2.816289e-01 9.748877e-01 8.266438e-01
4.065236e+00 6.219891e-01 8.394891e-01 2.753178e-01 9.735763e-01 8.292430e-01
4.072318e+00 6.164032e-01 8.432634e-01 2.689935e-01 9.722310e-01 8.318283e-01
4.079399e+00 6.107861e-01 8.469967e-01 2.626562e-01 9.708520e-01 8.343997e-01
4.086481e+00 6.051383e-01 8.506888e-01 2.563063e-01 9.694392e-01 8.369570e-01
4.093562e+00 5.994599e-01 8.543396e-01 2.499439e-01 9.679926e-01 8.395000e-01
4.100644e+00 5.937512e-01 8.579488e-01 2.435693e-01 9.665121e-01 8.420286e-01
4.107725e+00 5.880125e-01 8.615163e-01 2.371829e-01 9.649978e-01 8.445426e-01
4.114807e+00 5.822442e-01 8.650419e-01 2.307848e-01 9.634497e-01 8.470418e-01
4.121888e+00 5.764464e-01 8.685254e-01 2.243755e-01 9.618678e-01 8.495262e-01
4.128970e+00 5.706196e-01 8.719667e-01 2.179551e-01 9.602520e-01 8.519955e-01
4.136052e+00 5.647640e-01 8.753655e-01 2.115239e-01 9.586024e-01 8.544496e-01
4.143133e+00 5.588798e-01 8.787217e-01 2.050822e-01 9.569190e-01 8.568884e-01
