phi,L,k_eff_real,k_eff_imag,rel_err,sem,sqrt_phi,realizations
0.02,88.6226925452758,0.4908475158964946,0.01107212555708451,0.23716100413399616,0.07687071747296717,0.1414213562373095,200 
0.05,56.049912163979286,0.47711878974123656,0.027680313892711274,0.7668708865725116,0.751860569744018,0.22360679774997896,200
0.1,39.633272976060105,0.45423757948247306,0.05536062778542255,0.8042093042977578,0.8432505566118165,0.31622776601683794,200
0.15,32.36043187592832,0.4313563692237096,0.08304094167813382,1.4996709302158429,1.5019948960955056,0.3872983346207417,200
0.2,28.024956081989643,0.4084751589649462,0.1107212555708451,0.4412654759164741,0.3116305276427298,0.4472135954999579,200
0.25,25.066282746310005,0.3855939487061827,0.13840156946355636,0.5899366465401384,0.44128817221529737,0.5,200
0.3,22.882280821594225,0.36271273844741925,0.16608188335626764,0.43140043721727156,0.05457079283958413,0.5477225575051661,200
