w_norm abs_rho re_rho im_rho abs_S re_S im_S phase_rho_pi phase_S_pi 
0.988438 1.146538e+01 5.642706e+00 9.980727e+00 7.725699e+00 3.592684e+00 6.839521e+00 0.336211 0.346043
0.989439 1.159064e+01 5.363546e+00 1.027498e+01 7.819682e+00 3.401383e+00 7.041166e+00 0.346863 0.356756
0.990440 1.170566e+01 5.056387e+00 1.055725e+01 7.907032e+00 3.190895e+00 7.234593e+00 0.357822 0.367776
0.991441 1.180902e+01 4.721526e+00 1.082405e+01 7.986758e+00 2.961424e+00 7.417430e+00 0.369071 0.379086
0.992442 1.189930e+01 4.359788e+00 1.107184e+01 8.057876e+00 2.713535e+00 7.587232e+00 0.380594 0.390670
0.993443 1.197515e+01 3.972563e+00 1.129703e+01 8.119432e+00 2.448180e+00 7.741550e+00 0.392366 0.402506
0.994444 1.203529e+01 3.561836e+00 1.149615e+01 8.170530e+00 2.166720e+00 7.878000e+00 0.404364 0.414566
0.995445 1.207858e+01 3.130188e+00 1.166593e+01 8.210356e+00 1.870923e+00 7.994347e+00 0.416557 0.426823
0.996446 1.210406e+01 2.680761e+00 1.180346e+01 8.238210e+00 1.562943e+00 8.088591e+00 0.428912 0.439242
0.997447 1.211096e+01 2.217211e+00 1.190627e+01 8.253527e+00 1.245285e+00 8.159043e+00 0.441395 0.451790
0.998448 1.209876e+01 1.743613e+00 1.197246e+01 8.255906e+00 9.207414e-01 8.204402e+00 0.453966 0.464426
0.999449 1.206721e+01 1.264354e+00 1.200079e+01 8.245116e+00 5.923185e-01 8.223813e+00 0.466587 0.477113
1.000450 1.201631e+01 7.839999e-01 1.199071e+01 8.221117e+00 2.631447e-01 8.216904e+00 0.479217 0.489810
1.001451 1.194636e+01 3.071492e-01 1.194241e+01 8.184057e+00 -6.362810e-02 8.183809e+00 0.491815 0.502475
1.002452 1.185792e+01 -1.617088e-01 1.185682e+01 8.134269e+00 -3.849237e-01 8.125156e+00 0.504341 0.515068
1.003453 1.175181e+01 -6.183349e-01 1.173553e+01 8.072261e+00 -6.978372e-01 8.042041e+00 0.516756 0.527552
1.004454 1.162906e+01 -1.058862e+00 1.158075e+01 7.998695e+00 -9.997185e-01 7.935975e+00 0.529023 0.539888
1.005455 1.149089e+01 -1.479894e+00 1.139520e+01 7.914369e+00 -1.288240e+00 7.808820e+00 0.541109 0.552044
1.006456 1.133869e+01 -1.878578e+00 1.118199e+01 7.820183e+00 -1.561447e+00 7.662712e+00 0.552981 0.563987
1.007457 1.117393e+01 -2.252644e+00 1.094451e+01 7.717119e+00 -1.817785e+00 7.499972e+00 0.564614 0.575690
1.008458 1.099814e+01 -2.600421e+00 1.068630e+01 7.606203e+00 -2.056107e+00 7.323029e+00 0.575981 0.587129
1.009459 1.081291e+01 -2.920820e+00 1.041095e+01 7.488488e+00 -2.275668e+00 7.134339e+00 0.587065 0.598285
1.010460 1.061978e+01 -3.213300e+00 1.012198e+01 7.365020e+00 -2.476096e+00 6.936315e+00 0.597847 0.609141
1.011461 1.042026e+01 -3.477813e+00 9.822761e+00 7.236820e+00 -2.657360e+00 6.731271e+00 0.608316 0.619684
1.012462 1.021579e+01 -3.714746e+00 9.516463e+00 7.104867e+00 -2.819723e+00 6.521373e+00 0.618462 0.629904
1.013463 1.000772e+01 -3.924845e+00 9.205983e+00 6.970083e+00 -2.963699e+00 6.308609e+00 0.628280 0.639797
1.014464 9.797301e+00 -4.109152e+00 8.893929e+00 6.833322e+00 -3.089999e+00 6.094768e+00 0.637765 0.649359
1.015465 9.585658e+00 -4.268928e+00 8.582604e+00 6.695364e+00 -3.199489e+00 5.881425e+00 0.646919 0.658590
1.016466 9.373812e+00 -4.405598e+00 8.273998e+00 6.556912e+00 -3.293146e+00 5.669946e+00 0.655743 0.667491
1.017467 9.162661e+00 -4.520690e+00 7.969800e+00 6.418592e+00 -3.372015e+00 5.461487e+00 0.664239 0.676066
1.018468 8.952991e+00 -4.615787e+00 7.671413e+00 6.280953e+00 -3.437182e+00 5.257010e+00 0.672415 0.684321
1.019469 8.745480e+00 -4.692486e+00 7.379973e+00 6.144471e+00 -3.489742e+00 5.057295e+00 0.680277 0.692263
1.020470 8.540701e+00 -4.752367e+00 7.096378e+00 6.009552e+00 -3.530777e+00 4.862954e+00 0.687832 0.699899
1.021471 8.339134e+00 -4.796968e+00 6.821309e+00 5.876538e+00 -3.561340e+00 4.674457e+00 0.695090 0.707238
1.022472 8.141172e+00 -4.827760e+00 6.555258e+00 5.745712e+00 -3.582442e+00 4.492140e+00 0.702059 0.714289
1.023473 7.947131e+00 -4.846141e+00 6.298556e+00 5.617306e+00 -3.595038e+00 4.316229e+00 0.708749 0.721063
1.024474 7.757260e+00 -4.853423e+00 6.051393e+00 5.491503e+00 -3.600028e+00 4.146855e+00 0.715171 0.727569
1.025475 7.571742e+00 -4.850827e+00 5.813842e+00 5.368444e+00 -3.598249e+00 3.984068e+00 0.721334 0.733817
1.026476 7.390713e+00 -4.839482e+00 5.585879e+00 5.248233e+00 -3.590474e+00 3.827851e+00 0.727250 0.739818
1.027477 7.214258e+00 -4.820426e+00 5.367403e+00 5.130943e+00 -3.577416e+00 3.678135e+00 0.732927 0.745582
1.028478 7.042426e+00 -4.794607e+00 5.158246e+00 5.016620e+00 -3.559723e+00 3.534805e+00 0.738375 0.751118
1.029479 6.875230e+00 -4.762889e+00 4.958193e+00 4.905285e+00 -3.537987e+00 3.397715e+00 0.743606 0.756437
1.030480 6.712657e+00 -4.726051e+00 4.766991e+00 4.796939e+00 -3.512743e+00 3.266689e+00 0.748627 0.761548
1.031481 6.554670e+00 -4.684800e+00 4.584359e+00 4.691568e+00 -3.484475e+00 3.141536e+00 0.753449 0.766460
1.032482 6.401210e+00 -4.639768e+00 4.409993e+00 4.589144e+00 -3.453616e+00 3.022048e+00 0.758080 0.771182
1.033483 6.252207e+00 -4.591526e+00 4.243582e+00 4.489625e+00 -3.420557e+00 2.908011e+00 0.762529 0.775724
1.034484 6.107575e+00 -4.540579e+00 4.084802e+00 4.392964e+00 -3.385644e+00 2.799204e+00 0.766804 0.780092
1.035485 5.967218e+00 -4.487382e+00 3.933331e+00 4.299102e+00 -3.349190e+00 2.695404e+00 0.770913 0.784295
1.036486 5.831034e+00 -4.432337e+00 3.788845e+00 4.207978e+00 -3.311469e+00 2.596392e+00 0.774864 0.788341
1.037487 5.698915e+00 -4.375802e+00 3.651026e+00 4.119526e+00 -3.272727e+00 2.501948e+00 0.778664 0.792237
1.038488 5.570749e+00 -4.318094e+00 3.519561e+00 4.033674e+00 -3.233181e+00 2.411860e+00 0.782319 0.795990
1.039489 5.446421e+00 -4.259490e+00 3.394148e+00 3.950352e+00 -3.193022e+00 2.325917e+00 0.785837 0.799606
1.040490 5.325815e+00 -4.200239e+00 3.274491e+00 3.869486e+00 -3.152419e+00 2.243920e+00 0.789223 0.803091
1.041491 5.208814e+00 -4.140556e+00 3.160307e+00 3.791001e+00 -3.111520e+00 2.165672e+00 0.792484 0.806452
1.042492 5.095303e+00 -4.080631e+00 3.051321e+00 3.714824e+00 -3.070455e+00 2.090987e+00 0.795625 0.809695
1.043493 4.985167e+00 -4.020630e+00 2.947274e+00 3.640882e+00 -3.029338e+00 2.019686e+00 0.798651 0.812824
1.044494 4.878293e+00 -3.960698e+00 2.847913e+00 3.569100e+00 -2.988268e+00 1.951597e+00 0.801568 0.815844
1.045495 4.774569e+00 -3.900961e+00 2.753002e+00 3.499408e+00 -2.947331e+00 1.886557e+00 0.804380 0.818762
1.046496 4.673888e+00 -3.841526e+00 2.662311e+00 3.431735e+00 -2.906602e+00 1.824409e+00 0.807093 0.821580
1.047497 4.576142e+00 -3.782489e+00 2.575626e+00 3.366013e+00 -2.866146e+00 1.765007e+00 0.809709 0.824304
1.048498 4.481229e+00 -3.723930e+00 2.492742e+00 3.302173e+00 -2.826017e+00 1.708208e+00 0.812235 0.826938
1.049499 4.389049e+00 -3.665917e+00 2.413463e+00 3.240151e+00 -2.786262e+00 1.653881e+00 0.814672 0.829485
1.050501 4.299505e+00 -3.608510e+00 2.337606e+00 3.179884e+00 -2.746923e+00 1.601897e+00 0.817026 0.831950
1.051502 4.212503e+00 -3.551757e+00 2.264995e+00 3.121309e+00 -2.708031e+00 1.552139e+00 0.819299 0.834335
1.052503 4.127951e+00 -3.495699e+00 2.195466e+00 3.064368e+00 -2.669616e+00 1.504493e+00 0.821496 0.836645
1.053504 4.045763e+00 -3.440370e+00 2.128862e+00 3.009003e+00 -2.631701e+00 1.458851e+00 0.823618 0.838882
1.054505 3.965854e+00 -3.385798e+00 2.065036e+00 2.955158e+00 -2.594304e+00 1.415113e+00 0.825670 0.841049
1.055506 3.888143e+00 -3.332004e+00 2.003847e+00 2.902780e+00 -2.557441e+00 1.373182e+00 0.827653 0.843150
1.056507 3.812550e+00 -3.279005e+00 1.945165e+00 2.851817e+00 -2.521122e+00 1.332969e+00 0.829571 0.845187
1.057508 3.739002e+00 -3.226814e+00 1.888864e+00 2.802220e+00 -2.485357e+00 1.294387e+00 0.831427 0.847163
1.058509 3.667425e+00 -3.175440e+00 1.834826e+00 2.753940e+00 -2.450151e+00 1.257356e+00 0.833222 0.849079
1.059510 3.597749e+00 -3.124888e+00 1.782940e+00 2.706932e+00 -2.415510e+00 1.221800e+00 0.834959 0.850939
1.060511 3.529908e+00 -3.075160e+00 1.733102e+00 2.661152e+00 -2.381433e+00 1.187647e+00 0.836640 0.852745
1.061512 3.463838e+00 -3.026258e+00 1.685211e+00 2.616556e+00 -2.347922e+00 1.154829e+00 0.838268 0.854498
1.062513 3.399476e+00 -2.978179e+00 1.639173e+00 2.573104e+00 -2.314974e+00 1.123281e+00 0.839844 0.856201
1.063514 3.336764e+00 -2.930919e+00 1.594901e+00 2.530757e+00 -2.282588e+00 1.092942e+00 0.841370 0.857856
1.064515 3.275643e+00 -2.884471e+00 1.552309e+00 2.489476e+00 -2.250759e+00 1.063755e+00 0.842848 0.859465
1.065516 3.216061e+00 -2.838831e+00 1.511319e+00 2.449226e+00 -2.219483e+00 1.035666e+00 0.844280 0.861028
1.066517 3.157963e+00 -2.793988e+00 1.471856e+00 2.409971e+00 -2.188753e+00 1.008623e+00 0.845667 0.862549
1.067518 3.101300e+00 -2.749935e+00 1.433848e+00 2.371679e+00 -2.158565e+00 9.825769e-01 0.847011 0.864028
1.068519 3.046024e+00 -2.706661e+00 1.397229e+00 2.334316e+00 -2.128910e+00 9.574828e-01 0.848313 0.865467
1.069520 2.992087e+00 -2.664154e+00 1.361934e+00 2.297852e+00 -2.099782e+00 9.332966e-01 0.849575 0.866867
1.070521 2.939446e+00 -2.622405e+00 1.327905e+00 2.262258e+00 -2.071172e+00 9.099771e-01 0.850799 0.868231
1.071522 2.888057e+00 -2.581401e+00 1.295083e+00 2.227505e+00 -2.043073e+00 8.874852e-01 0.851984 0.869558
1.072523 2.837879e+00 -2.541130e+00 1.263415e+00 2.193565e+00 -2.015476e+00 8.657840e-01 0.853134 0.870851
1.073524 2.788873e+00 -2.501579e+00 1.232850e+00 2.160412e+00 -1.988373e+00 8.448384e-01 0.854248 0.872110
1.074525 2.741002e+00 -2.462736e+00 1.203339e+00 2.128021e+00 -1.961755e+00 8.246152e-01 0.855328 0.873338
1.075526 2.694228e+00 -2.424587e+00 1.174836e+00 2.096367e+00 -1.935613e+00 8.050829e-01 0.856375 0.874533
1.076527 2.648516e+00 -2.387121e+00 1.147297e+00 2.065428e+00 -1.909938e+00 7.862115e-01 0.857390 0.875699
1.077528 2.603833e+00 -2.350323e+00 1.120682e+00 2.035180e+00 -1.884722e+00 7.679728e-01 0.858374 0.876836
1.078529 2.560147e+00 -2.314181e+00 1.094950e+00 2.005602e+00 -1.859955e+00 7.503397e-01 0.859327 0.877944
1.079530 2.517426e+00 -2.278682e+00 1.070066e+00 1.976674e+00 -1.835628e+00 7.332868e-01 0.860252 0.879025
1.080531 2.475641e+00 -2.243813e+00 1.045992e+00 1.948375e+00 -1.811733e+00 7.167897e-01 0.861148 0.880080
1.081532 2.434762e+00 -2.209561e+00 1.022695e+00 1.920686e+00 -1.788261e+00 7.008253e-01 0.862016 0.881109
1.082533 2.394763e+00 -2.175914e+00 1.000144e+00 1.893589e+00 -1.765204e+00 6.853717e-01 0.862858 0.882113
1.083534 2.355616e+00 -2.142858e+00 9.783084e-01 1.867065e+00 -1.742552e+00 6.704081e-01 0.863673 0.883094
1.084535 2.317297e+00 -2.110382e+00 9.571585e-01 1.841098e+00 -1.720296e+00 6.559146e-01 0.864464 0.884051
1.085536 2.279779e+00 -2.078473e+00 9.366669e-01 1.815672e+00 -1.698430e+00 6.418723e-01 0.865229 0.884985
1.086537 2.243041e+00 -2.047119e+00 9.168076e-01 1.790769e+00 -1.676944e+00 6.282633e-01 0.865970 0.885898
1.087538 2.207058e+00 -2.016308e+00 8.975555e-01 1.766376e+00 -1.655830e+00 6.150703e-01 0.866688 0.886790
1.088539 2.171808e+00 -1.986029e+00 8.788868e-01 1.742477e+00 -1.635080e+00 6.022772e-01 0.867383 0.887660
1.089540 2.137272e+00 -1.956269e+00 8.607788e-01 1.719058e+00 -1.614687e+00 5.898683e-01 0.868056 0.888511
1.090541 2.103427e+00 -1.927019e+00 8.432099e-01 1.696105e+00 -1.594643e+00 5.778288e-01 0.868706 0.889343
1.091542 2.070255e+00 -1.898267e+00 8.261595e-01 1.673605e+00 -1.574940e+00 5.661446e-01 0.869336 0.890155
1.092543 2.037736e+00 -1.870001e+00 8.096078e-01 1.651546e+00 -1.555570e+00 5.548022e-01 0.869945 0.890950
1.093544 2.005853e+00 -1.842212e+00 7.935362e-01 1.629915e+00 -1.536527e+00 5.437888e-01 0.870533 0.891726
1.094545 1.974587e+00 -1.814889e+00 7.779267e-01 1.608700e+00 -1.517803e+00 5.330920e-01 0.871102 0.892486
1.095546 1.943921e+00 -1.788022e+00 7.627622e-01 1.587889e+00 -1.499392e+00 5.227002e-01 0.871651 0.893228
1.096547 1.913840e+00 -1.761602e+00 7.480262e-01 1.567473e+00 -1.481287e+00 5.126020e-01 0.872181 0.893954
1.097548 1.884327e+00 -1.735617e+00 7.337033e-01 1.547439e+00 -1.463480e+00 5.027869e-01 0.872692 0.894664
1.098549 1.855366e+00 -1.710059e+00 7.197784e-01 1.527779e+00 -1.445966e+00 4.932445e-01 0.873185 0.895359
1.099550 1.826944e+00 -1.684919e+00 7.062372e-01 1.508481e+00 -1.428738e+00 4.839652e-01 0.873661 0.896038
1.100551 1.799045e+00 -1.660188e+00 6.930662e-01 1.489537e+00 -1.411791e+00 4.749394e-01 0.874118 0.896703
1.101552 1.771657e+00 -1.635856e+00 6.802521e-01 1.470936e+00 -1.395117e+00 4.661582e-01 0.874559 0.897354
1.102553 1.744765e+00 -1.611915e+00 6.677825e-01 1.452671e+00 -1.378711e+00 4.576132e-01 0.874982 0.897990
1.103554 1.718357e+00 -1.588357e+00 6.556454e-01 1.434732e+00 -1.362567e+00 4.492960e-01 0.875389 0.898613
1.104555 1.692420e+00 -1.565174e+00 6.438294e-01 1.417111e+00 -1.346680e+00 4.411988e-01 0.875780 0.899223
1.105556 1.666942e+00 -1.542356e+00 6.323233e-01 1.399800e+00 -1.331044e+00 4.333140e-01 0.876154 0.899820
1.106557 1.641912e+00 -1.519898e+00 6.211168e-01 1.382790e+00 -1.315654e+00 4.256344e-01 0.876513 0.900404
1.107558 1.617319e+00 -1.497790e+00 6.101996e-01 1.366076e+00 -1.300504e+00 4.181532e-01 0.876856 0.900976
1.108559 1.593150e+00 -1.476026e+00 5.995620e-01 1.349648e+00 -1.285590e+00 4.108635e-01 0.877183 0.901536
1.109560 1.569397e+00 -1.454598e+00 5.891949e-01 1.333500e+00 -1.270906e+00 4.037592e-01 0.877496 0.902085
1.110561 1.546048e+00 -1.433499e+00 5.790892e-01 1.317625e+00 -1.256447e+00 3.968340e-01 0.877793 0.902622
1.111562 1.523094e+00 -1.412723e+00 5.692363e-01 1.302017e+00 -1.242210e+00 3.900822e-01 0.878076 0.903147
1.112563 1.500525e+00 -1.392262e+00 5.596282e-01 1.286669e+00 -1.228188e+00 3.834979e-01 0.878345 0.903662
1.113564 1.478332e+00 -1.372109e+00 5.502568e-01 1.271574e+00 -1.214378e+00 3.770760e-01 0.878599 0.904166
1.114565 1.456506e+00 -1.352259e+00 5.411145e-01 1.256727e+00 -1.200776e+00 3.708111e-01 0.878838 0.904660
1.115566 1.435038e+00 -1.332706e+00 5.321942e-01 1.242122e+00 -1.187376e+00 3.646982e-01 0.879064 0.905144
1.116567 1.413920e+00 -1.313442e+00 5.234887e-01 1.227753e+00 -1.174175e+00 3.587326e-01 0.879276 0.905617
1.117568 1.393144e+00 -1.294463e+00 5.149914e-01 1.213614e+00 -1.161169e+00 3.529096e-01 0.879474 0.906081
1.118569 1.372701e+00 -1.275761e+00 5.066957e-01 1.199700e+00 -1.148354e+00 3.472248e-01 0.879658 0.906536
1.119570 1.352584e+00 -1.257333e+00 4.985954e-01 1.186007e+00 -1.135725e+00 3.416739e-01 0.879829 0.906981
1.120571 1.332785e+00 -1.239171e+00 4.906846e-01 1.172528e+00 -1.123279e+00 3.362528e-01 0.879986 0.907416
1.121572 1.313298e+00 -1.221271e+00 4.829574e-01 1.159260e+00 -1.111013e+00 3.309576e-01 0.880130 0.907844
1.122573 1.294115e+00 -1.203628e+00 4.754083e-01 1.146196e+00 -1.098922e+00 3.257844e-01 0.880261 0.908262
1.123574 1.275229e+00 -1.186235e+00 4.680320e-01 1.133334e+00 -1.087004e+00 3.207296e-01 0.880379 0.908671
1.124575 1.256634e+00 -1.169089e+00 4.608232e-01 1.120667e+00 -1.075254e+00 3.157896e-01 0.880483 0.909073
1.125576 1.238323e+00 -1.152185e+00 4.537770e-01 1.108193e+00 -1.063670e+00 3.109610e-01 0.880575 0.909466
1.126577 1.220290e+00 -1.135517e+00 4.468887e-01 1.095906e+00 -1.052248e+00 3.062406e-01 0.880653 0.909851
1.127578 1.202529e+00 -1.119081e+00 4.401535e-01 1.083802e+00 -1.040985e+00 3.016252e-01 0.880719 0.910228
1.128579 1.185035e+00 -1.102872e+00 4.335672e-01 1.071878e+00 -1.029877e+00 2.971118e-01 0.880772 0.910598
1.129580 1.167801e+00 -1.086887e+00 4.271252e-01 1.060130e+00 -1.018923e+00 2.926973e-01 0.880812 0.910959
1.130581 1.150821e+00 -1.071120e+00 4.208236e-01 1.048554e+00 -1.008118e+00 2.883790e-01 0.880839 0.911314
1.131582 1.134091e+00 -1.055567e+00 4.146584e-01 1.037146e+00 -9.974604e-01 2.841541e-01 0.880853 0.911661
1.132583 1.117606e+00 -1.040225e+00 4.086256e-01 1.025902e+00 -9.869468e-01 2.800200e-01 0.880855 0.912001
1.133584 1.101359e+00 -1.025089e+00 4.027215e-01 1.014820e+00 -9.765745e-01 2.759741e-01 0.880844 0.912333
1.134585 1.085346e+00 -1.010155e+00 3.969427e-01 1.003896e+00 -9.663409e-01 2.720140e-01 0.880820 0.912659
1.135586 1.069563e+00 -9.954200e-01 3.912855e-01 9.931259e-01 -9.562434e-01 2.681373e-01 0.880783 0.912979
1.136587 1.054004e+00 -9.808797e-01 3.857466e-01 9.825075e-01 -9.462793e-01 2.643416e-01 0.880733 0.913291
1.137588 1.038666e+00 -9.665305e-01 3.803228e-01 9.720374e-01 -9.364462e-01 2.606249e-01 0.880671 0.913597
1.138589 1.023543e+00 -9.523689e-01 3.750110e-01 9.617126e-01 -9.267416e-01 2.569848e-01 0.880595 0.913896
1.139590 1.008631e+00 -9.383913e-01 3.698081e-01 9.515301e-01 -9.171631e-01 2.534194e-01 0.880507 0.914189
1.140591 9.939260e-01 -9.245943e-01 3.647112e-01 9.414871e-01 -9.077084e-01 2.499267e-01 0.880405 0.914476
1.141592 9.794242e-01 -9.109747e-01 3.597175e-01 9.315808e-01 -8.983753e-01 2.465046e-01 0.880291 0.914757
1.142593 9.651212e-01 -8.975292e-01 3.548243e-01 9.218084e-01 -8.891615e-01 2.431514e-01 0.880163 0.915032
1.143594 9.510134e-01 -8.842546e-01 3.500288e-01 9.121674e-01 -8.800647e-01 2.398652e-01 0.880023 0.915301
1.144595 9.370968e-01 -8.711479e-01 3.453286e-01 9.026551e-01 -8.710830e-01 2.366443e-01 0.879868 0.915564
1.145596 9.233678e-01 -8.582059e-01 3.407211e-01 8.932690e-01 -8.622142e-01 2.334869e-01 0.879701 0.915821
1.146597 9.098229e-01 -8.454257e-01 3.362040e-01 8.840067e-01 -8.534563e-01 2.303915e-01 0.879520 0.916072
1.147598 8.964585e-01 -8.328044e-01 3.317749e-01 8.748659e-01 -8.448073e-01 2.273563e-01 0.879325 0.916318
1.148599 8.832712e-01 -8.203393e-01 3.274316e-01 8.658441e-01 -8.362653e-01 2.243800e-01 0.879117 0.916559
1.149600 8.702577e-01 -8.080274e-01 3.231719e-01 8.569391e-01 -8.278283e-01 2.214609e-01 0.878894 0.916794
1.150601 8.574147e-01 -7.958662e-01 3.189937e-01 8.481488e-01 -8.194946e-01 2.185977e-01 0.878658 0.917024
1.151602 8.447392e-01 -7.838530e-01 3.148949e-01 8.394708e-01 -8.112622e-01 2.157889e-01 0.878407 0.917248
1.152603 8.322281e-01 -7.719852e-01 3.108736e-01 8.309033e-01 -8.031296e-01 2.130332e-01 0.878143 0.917468
1.153604 8.198783e-01 -7.602603e-01 3.069279e-01 8.224440e-01 -7.950948e-01 2.103293e-01 0.877863 0.917682
1.154605 8.076870e-01 -7.486758e-01 3.030558e-01 8.140910e-01 -7.871562e-01 2.076759e-01 0.877569 0.917891
1.155606 7.956512e-01 -7.372292e-01 2.992556e-01 8.058424e-01 -7.793122e-01 2.050717e-01 0.877260 0.918095
1.156607 7.837683e-01 -7.259183e-01 2.955255e-01 7.976962e-01 -7.715612e-01 2.025156e-01 0.876936 0.918295
1.157608 7.720355e-01 -7.147408e-01 2.918638e-01 7.896506e-01 -7.639015e-01 2.000063e-01 0.876597 0.918489
1.158609 7.604502e-01 -7.036943e-01 2.882689e-01 7.817037e-01 -7.563316e-01 1.975428e-01 0.876242 0.918679
1.159610 7.490099e-01 -6.927766e-01 2.847391e-01 7.738538e-01 -7.488500e-01 1.951240e-01 0.875871 0.918864
1.160611 7.377119e-01 -6.819856e-01 2.812730e-01 7.660992e-01 -7.414553e-01 1.927487e-01 0.875484 0.919044
1.161612 7.265539e-01 -6.713192e-01 2.778690e-01 7.584381e-01 -7.341459e-01 1.904161e-01 0.875081 0.919220
1.162613 7.155335e-01 -6.607752e-01 2.745257e-01 7.508690e-01 -7.269204e-01 1.881250e-01 0.874662 0.919391
1.163614 7.046484e-01 -6.503518e-01 2.712415e-01 7.433901e-01 -7.197775e-01 1.858744e-01 0.874225 0.919557
1.164615 6.938963e-01 -6.400468e-01 2.680152e-01 7.360000e-01 -7.127157e-01 1.836636e-01 0.873771 0.919720
1.165616 6.832749e-01 -6.298583e-01 2.648455e-01 7.286971e-01 -7.057339e-01 1.814914e-01 0.873300 0.919877
1.166617 6.727822e-01 -6.197845e-01 2.617309e-01 7.214798e-01 -6.988306e-01 1.793571e-01 0.872811 0.920031
1.167618 6.624160e-01 -6.098234e-01 2.586703e-01 7.143467e-01 -6.920045e-01 1.772597e-01 0.872304 0.920180
1.168619 6.521743e-01 -5.999733e-01 2.556624e-01 7.072964e-01 -6.852545e-01 1.751985e-01 0.871778 0.920325
1.169620 6.420550e-01 -5.902324e-01 2.527060e-01 7.003275e-01 -6.785793e-01 1.731725e-01 0.871233 0.920465
1.170621 6.320562e-01 -5.805988e-01 2.498000e-01 6.934385e-01 -6.719777e-01 1.711811e-01 0.870669 0.920602
1.171622 6.221760e-01 -5.710710e-01 2.469432e-01 6.866282e-01 -6.654485e-01 1.692234e-01 0.870085 0.920734
1.172623 6.124126e-01 -5.616472e-01 2.441345e-01 6.798952e-01 -6.589906e-01 1.672987e-01 0.869481 0.920862
1.173624 6.027641e-01 -5.523257e-01 2.413729e-01 6.732383e-01 -6.526029e-01 1.654063e-01 0.868856 0.920986
1.174625 5.932288e-01 -5.431051e-01 2.386574e-01 6.666561e-01 -6.462842e-01 1.635454e-01 0.868210 0.921106
1.175626 5.838050e-01 -5.339836e-01 2.359868e-01 6.601475e-01 -6.400335e-01 1.617153e-01 0.867542 0.921222
1.176627 5.744909e-01 -5.249597e-01 2.333603e-01 6.537113e-01 -6.338497e-01 1.599154e-01 0.866852 0.921334
1.177628 5.652849e-01 -5.160320e-01 2.307768e-01 6.473462e-01 -6.277318e-01 1.581451e-01 0.866140 0.921443
1.178629 5.561854e-01 -5.071990e-01 2.282356e-01 6.410511e-01 -6.216787e-01 1.564036e-01 0.865403 0.921547
1.179630 5.471910e-01 -4.984591e-01 2.257355e-01 6.348250e-01 -6.156895e-01 1.546904e-01 0.864643 0.921647
1.180631 5.383000e-01 -4.898110e-01 2.232758e-01 6.286666e-01 -6.097632e-01 1.530048e-01 0.863859 0.921744
1.181632 5.295110e-01 -4.812532e-01 2.208557e-01 6.225749e-01 -6.038988e-01 1.513464e-01 0.863049 0.921837
1.182633 5.208225e-01 -4.727845e-01 2.184741e-01 6.165489e-01 -5.980954e-01 1.497144e-01 0.862213 0.921925
1.183634 5.122332e-01 -4.644034e-01 2.161305e-01 6.105875e-01 -5.923521e-01 1.481083e-01 0.861350 0.922011
1.184635 5.037417e-01 -4.561086e-01 2.138239e-01 6.046897e-01 -5.866679e-01 1.465277e-01 0.860460 0.922092
1.185636 4.953467e-01 -4.478989e-01 2.115536e-01 5.988545e-01 -5.810421e-01 1.449719e-01 0.859542 0.922170
1.186637 4.870469e-01 -4.397730e-01 2.093188e-01 5.930809e-01 -5.754736e-01 1.434405e-01 0.858594 0.922244
1.187638 4.788410e-01 -4.317296e-01 2.071188e-01 5.873681e-01 -5.699617e-01 1.419329e-01 0.857617 0.922314
1.188639 4.707278e-01 -4.237675e-01 2.049530e-01 5.817149e-01 -5.645055e-01 1.404487e-01 0.856608 0.922381
1.189640 4.627061e-01 -4.158856e-01 2.028205e-01 5.761206e-01 -5.591042e-01 1.389874e-01 0.855568 0.922444
1.190641 4.547749e-01 -4.080826e-01 2.007207e-01 5.705843e-01 -5.537570e-01 1.375484e-01 0.854495 0.922503
1.191642 4.469330e-01 -4.003574e-01 1.986530e-01 5.651050e-01 -5.484631e-01 1.361315e-01 0.853388 0.922559
1.192643 4.391792e-01 -3.927089e-01 1.966167e-01 5.596818e-01 -5.432218e-01 1.347361e-01 0.852246 0.922611
1.193644 4.315127e-01 -3.851360e-01 1.946112e-01 5.543141e-01 -5.380323e-01 1.333617e-01 0.851068 0.922659
1.194645 4.239323e-01 -3.776375e-01 1.926358e-01 5.490009e-01 -5.328938e-01 1.320081e-01 0.849853 0.922705
1.195646 4.164372e-01 -3.702124e-01 1.906900e-01 5.437413e-01 -5.278056e-01 1.306747e-01 0.848599 0.922746
1.196647 4.090263e-01 -3.628598e-01 1.887732e-01 5.385347e-01 -5.227670e-01 1.293611e-01 0.847305 0.922784
1.197648 4.016988e-01 -3.555784e-01 1.868848e-01 5.333803e-01 -5.177773e-01 1.280671e-01 0.845969 0.922818
1.198649 3.944539e-01 -3.483674e-01 1.850243e-01 5.282772e-01 -5.128358e-01 1.267921e-01 0.844591 0.922849
1.199650 3.872906e-01 -3.412258e-01 1.831911e-01 5.232248e-01 -5.079418e-01 1.255358e-01 0.843169 0.922876
1.200651 3.802082e-01 -3.341525e-01 1.813846e-01 5.182222e-01 -5.030947e-01 1.242979e-01 0.841700 0.922900
1.201652 3.732059e-01 -3.271466e-01 1.796045e-01 5.132688e-01 -4.982938e-01 1.230780e-01 0.840184 0.922921
1.202653 3.662831e-01 -3.202073e-01 1.778501e-01 5.083639e-01 -4.935384e-01 1.218758e-01 0.838618 0.922937
