w_norm abs_rho re_rho im_rho abs_S re_S im_S phase_rho_pi phase_S_pi 
0.767217 2.449654e+00 2.445940e+00 1.348335e-01 1.405069e+00 1.402027e+00 9.239775e-02 0.017529 0.020947
0.768218 2.455006e+00 2.451236e+00 1.360121e-01 1.408743e+00 1.405656e+00 9.320537e-02 0.017644 0.021075
0.769219 2.460405e+00 2.456577e+00 1.372057e-01 1.412449e+00 1.409316e+00 9.402335e-02 0.017760 0.021205
0.770220 2.465851e+00 2.461964e+00 1.384148e-01 1.416188e+00 1.413008e+00 9.485186e-02 0.017877 0.021335
0.771221 2.471345e+00 2.467397e+00 1.396394e-01 1.419959e+00 1.416731e+00 9.569109e-02 0.017995 0.021467
0.772222 2.476887e+00 2.472877e+00 1.408800e-01 1.423763e+00 1.420486e+00 9.654121e-02 0.018115 0.021600
0.773223 2.482477e+00 2.478405e+00 1.421367e-01 1.427601e+00 1.424274e+00 9.740243e-02 0.018235 0.021735
0.774224 2.488117e+00 2.483981e+00 1.434099e-01 1.431473e+00 1.428095e+00 9.827493e-02 0.018357 0.021870
0.775225 2.493807e+00 2.489606e+00 1.446999e-01 1.435379e+00 1.431950e+00 9.915891e-02 0.018480 0.022007
0.776226 2.499548e+00 2.495280e+00 1.460069e-01 1.439320e+00 1.435838e+00 1.000546e-01 0.018604 0.022145
0.777227 2.505340e+00 2.501005e+00 1.473313e-01 1.443297e+00 1.439761e+00 1.009621e-01 0.018730 0.022285
0.778228 2.511185e+00 2.506780e+00 1.486733e-01 1.447309e+00 1.443719e+00 1.018818e-01 0.018856 0.022426
0.779229 2.517082e+00 2.512606e+00 1.500333e-01 1.451358e+00 1.447712e+00 1.028137e-01 0.018984 0.022568
0.780230 2.523032e+00 2.518485e+00 1.514116e-01 1.455443e+00 1.451740e+00 1.037582e-01 0.019114 0.022712
0.781231 2.529037e+00 2.524416e+00 1.528085e-01 1.459566e+00 1.455805e+00 1.047155e-01 0.019245 0.022857
0.782232 2.535096e+00 2.530401e+00 1.542244e-01 1.463726e+00 1.459906e+00 1.056858e-01 0.019377 0.023003
0.783233 2.541211e+00 2.536440e+00 1.556595e-01 1.467925e+00 1.464044e+00 1.066692e-01 0.019510 0.023151
0.784234 2.547383e+00 2.542533e+00 1.571144e-01 1.472162e+00 1.468220e+00 1.076662e-01 0.019645 0.023300
0.785235 2.553612e+00 2.548682e+00 1.585892e-01 1.476439e+00 1.472433e+00 1.086769e-01 0.019781 0.023451
0.786236 2.559898e+00 2.554888e+00 1.600844e-01 1.480755e+00 1.476686e+00 1.097015e-01 0.019919 0.023604
0.787237 2.566243e+00 2.561150e+00 1.616004e-01 1.485112e+00 1.480977e+00 1.107404e-01 0.020058 0.023757
0.788238 2.572648e+00 2.567470e+00 1.631375e-01 1.489510e+00 1.485308e+00 1.117937e-01 0.020198 0.023913
0.789239 2.579113e+00 2.573849e+00 1.646962e-01 1.493949e+00 1.489680e+00 1.128618e-01 0.020340 0.024070
0.790240 2.585639e+00 2.580287e+00 1.662768e-01 1.498430e+00 1.494092e+00 1.139450e-01 0.020484 0.024229
0.791241 2.592228e+00 2.586786e+00 1.678798e-01 1.502954e+00 1.498545e+00 1.150434e-01 0.020629 0.024389
0.792242 2.598879e+00 2.593345e+00 1.695055e-01 1.507521e+00 1.503040e+00 1.161575e-01 0.020776 0.024551
0.793243 2.605593e+00 2.599966e+00 1.711545e-01 1.512132e+00 1.507577e+00 1.172875e-01 0.020924 0.024714
0.794244 2.612373e+00 2.606650e+00 1.728271e-01 1.516788e+00 1.512157e+00 1.184337e-01 0.021074 0.024880
0.795245 2.619218e+00 2.613397e+00 1.745238e-01 1.521488e+00 1.516781e+00 1.195964e-01 0.021225 0.025047
0.796246 2.626129e+00 2.620209e+00 1.762450e-01 1.526235e+00 1.521449e+00 1.207759e-01 0.021379 0.025215
0.797247 2.633108e+00 2.627086e+00 1.779913e-01 1.531027e+00 1.526161e+00 1.219726e-01 0.021533 0.025386
0.798248 2.640156e+00 2.634029e+00 1.797632e-01 1.535867e+00 1.530919e+00 1.231868e-01 0.021690 0.025558
0.799249 2.647273e+00 2.641039e+00 1.815610e-01 1.540755e+00 1.535723e+00 1.244188e-01 0.021848 0.025732
0.800250 2.654460e+00 2.648117e+00 1.833854e-01 1.545691e+00 1.540574e+00 1.256691e-01 0.022008 0.025908
0.801251 2.661718e+00 2.655265e+00 1.852369e-01 1.550676e+00 1.545472e+00 1.269378e-01 0.022170 0.026086
0.802252 2.669049e+00 2.662482e+00 1.871160e-01 1.555711e+00 1.550418e+00 1.282255e-01 0.022334 0.026266
0.803253 2.676454e+00 2.669771e+00 1.890232e-01 1.560796e+00 1.555412e+00 1.295324e-01 0.022499 0.026447
0.804254 2.683933e+00 2.677131e+00 1.909591e-01 1.565933e+00 1.560456e+00 1.308591e-01 0.022667 0.026631
0.805255 2.691488e+00 2.684565e+00 1.929243e-01 1.571122e+00 1.565550e+00 1.322058e-01 0.022836 0.026817
0.806256 2.699120e+00 2.692073e+00 1.949194e-01 1.576364e+00 1.570695e+00 1.335730e-01 0.023007 0.027004
0.807257 2.706830e+00 2.699656e+00 1.969450e-01 1.581660e+00 1.575891e+00 1.349610e-01 0.023180 0.027194
0.808258 2.714619e+00 2.707315e+00 1.990016e-01 1.587010e+00 1.581140e+00 1.363704e-01 0.023355 0.027386
0.809259 2.722488e+00 2.715051e+00 2.010900e-01 1.592415e+00 1.586442e+00 1.378015e-01 0.023533 0.027580
0.810260 2.730439e+00 2.722867e+00 2.032108e-01 1.597877e+00 1.591797e+00 1.392549e-01 0.023712 0.027776
0.811261 2.738473e+00 2.730762e+00 2.053647e-01 1.603395e+00 1.597207e+00 1.407309e-01 0.023893 0.027974
0.812262 2.746591e+00 2.738737e+00 2.075523e-01 1.608972e+00 1.602673e+00 1.422300e-01 0.024077 0.028175
0.813263 2.754794e+00 2.746795e+00 2.097744e-01 1.614607e+00 1.608195e+00 1.437527e-01 0.024262 0.028378
0.814264 2.763084e+00 2.754937e+00 2.120317e-01 1.620302e+00 1.613774e+00 1.452996e-01 0.024450 0.028583
0.815265 2.771462e+00 2.763163e+00 2.143249e-01 1.626057e+00 1.619411e+00 1.468710e-01 0.024640 0.028790
0.816266 2.779930e+00 2.771474e+00 2.166548e-01 1.631875e+00 1.625107e+00 1.484676e-01 0.024833 0.029000
0.817267 2.788488e+00 2.779873e+00 2.190222e-01 1.637754e+00 1.630862e+00 1.500899e-01 0.025027 0.029212
0.818268 2.797139e+00 2.788361e+00 2.214278e-01 1.643697e+00 1.636679e+00 1.517384e-01 0.025225 0.029427
0.819269 2.805883e+00 2.796938e+00 2.238725e-01 1.649705e+00 1.642556e+00 1.534137e-01 0.025424 0.029644
0.820270 2.814723e+00 2.805607e+00 2.263572e-01 1.655779e+00 1.648497e+00 1.551164e-01 0.025626 0.029864
0.821271 2.823660e+00 2.814368e+00 2.288827e-01 1.661919e+00 1.654501e+00 1.568471e-01 0.025830 0.030086
0.822272 2.832695e+00 2.823223e+00 2.314499e-01 1.668126e+00 1.660569e+00 1.586063e-01 0.026037 0.030311
0.823273 2.841830e+00 2.832174e+00 2.340598e-01 1.674403e+00 1.666703e+00 1.603948e-01 0.026246 0.030538
0.824274 2.851066e+00 2.841222e+00 2.367132e-01 1.680749e+00 1.672903e+00 1.622131e-01 0.026459 0.030769
0.825275 2.860406e+00 2.850369e+00 2.394112e-01 1.687167e+00 1.679171e+00 1.640620e-01 0.026673 0.031002
0.826276 2.869850e+00 2.859616e+00 2.421547e-01 1.693657e+00 1.685508e+00 1.659420e-01 0.026891 0.031238
0.827277 2.879402e+00 2.868964e+00 2.449448e-01 1.700220e+00 1.691914e+00 1.678540e-01 0.027111 0.031476
0.828278 2.889062e+00 2.878416e+00 2.477825e-01 1.706858e+00 1.698391e+00 1.697986e-01 0.027334 0.031718
0.829279 2.898832e+00 2.887973e+00 2.506689e-01 1.713572e+00 1.704940e+00 1.717766e-01 0.027559 0.031963
0.830280 2.908714e+00 2.897637e+00 2.536051e-01 1.720363e+00 1.711563e+00 1.737887e-01 0.027788 0.032210
0.831281 2.918710e+00 2.907409e+00 2.565923e-01 1.727233e+00 1.718259e+00 1.758357e-01 0.028020 0.032461
0.832282 2.928822e+00 2.917292e+00 2.596316e-01 1.734182e+00 1.725032e+00 1.779185e-01 0.028254 0.032715
0.833283 2.939052e+00 2.927286e+00 2.627243e-01 1.741213e+00 1.731881e+00 1.800378e-01 0.028492 0.032972
0.834284 2.949403e+00 2.937395e+00 2.658715e-01 1.748327e+00 1.738808e+00 1.821945e-01 0.028733 0.033232
0.835285 2.959875e+00 2.947619e+00 2.690747e-01 1.755524e+00 1.745814e+00 1.843896e-01 0.028977 0.033495
0.836286 2.970471e+00 2.957961e+00 2.723351e-01 1.762808e+00 1.752901e+00 1.866238e-01 0.029224 0.033762
0.837287 2.981194e+00 2.968423e+00 2.756540e-01 1.770178e+00 1.760070e+00 1.888982e-01 0.029474 0.034032
0.838288 2.992045e+00 2.979006e+00 2.790329e-01 1.777636e+00 1.767322e+00 1.912136e-01 0.029728 0.034306
0.839289 3.003027e+00 2.989713e+00 2.824732e-01 1.785185e+00 1.774660e+00 1.935712e-01 0.029985 0.034583
0.840290 3.014143e+00 3.000546e+00 2.859764e-01 1.792826e+00 1.782083e+00 1.959718e-01 0.030246 0.034864
0.841291 3.025394e+00 3.011506e+00 2.895440e-01 1.800560e+00 1.789594e+00 1.984166e-01 0.030510 0.035148
0.842292 3.036783e+00 3.022597e+00 2.931776e-01 1.808389e+00 1.797195e+00 2.009066e-01 0.030778 0.035436
0.843293 3.048312e+00 3.033821e+00 2.968789e-01 1.816315e+00 1.804886e+00 2.034430e-01 0.031050 0.035728
0.844294 3.059984e+00 3.045179e+00 3.006494e-01 1.824340e+00 1.812669e+00 2.060269e-01 0.031325 0.036024
0.845295 3.071802e+00 3.056674e+00 3.044910e-01 1.832465e+00 1.820546e+00 2.086594e-01 0.031604 0.036324
0.846296 3.083769e+00 3.068308e+00 3.084054e-01 1.840692e+00 1.828519e+00 2.113418e-01 0.031887 0.036628
0.847297 3.095886e+00 3.080085e+00 3.123945e-01 1.849023e+00 1.836589e+00 2.140754e-01 0.032174 0.036936
0.848298 3.108158e+00 3.092005e+00 3.164600e-01 1.857461e+00 1.844758e+00 2.168614e-01 0.032465 0.037248
0.849299 3.120586e+00 3.104073e+00 3.206041e-01 1.866006e+00 1.853028e+00 2.197013e-01 0.032760 0.037565
0.850300 3.133174e+00 3.116290e+00 3.248287e-01 1.874662e+00 1.861400e+00 2.225963e-01 0.033060 0.037885
0.851301 3.145924e+00 3.128659e+00 3.291358e-01 1.883430e+00 1.869876e+00 2.255478e-01 0.033364 0.038211
0.852302 3.158841e+00 3.141184e+00 3.335277e-01 1.892312e+00 1.878458e+00 2.285575e-01 0.033672 0.038540
0.853303 3.171926e+00 3.153865e+00 3.380066e-01 1.901311e+00 1.887149e+00 2.316267e-01 0.033984 0.038875
0.854304 3.185184e+00 3.166708e+00 3.425747e-01 1.910428e+00 1.895950e+00 2.347571e-01 0.034301 0.039214
0.855305 3.198617e+00 3.179714e+00 3.472344e-01 1.919667e+00 1.904862e+00 2.379503e-01 0.034623 0.039558
0.856306 3.212230e+00 3.192887e+00 3.519881e-01 1.929029e+00 1.913889e+00 2.412079e-01 0.034950 0.039906
0.857307 3.226025e+00 3.206229e+00 3.568384e-01 1.938517e+00 1.923032e+00 2.445316e-01 0.035281 0.040260
0.858308 3.240006e+00 3.219744e+00 3.617879e-01 1.948134e+00 1.932294e+00 2.479234e-01 0.035618 0.040619
0.859309 3.254177e+00 3.233435e+00 3.668392e-01 1.957881e+00 1.941676e+00 2.513849e-01 0.035959 0.040983
0.860310 3.268542e+00 3.247305e+00 3.719952e-01 1.967762e+00 1.951180e+00 2.549182e-01 0.036306 0.041352
0.861311 3.283104e+00 3.261357e+00 3.772587e-01 1.977780e+00 1.960810e+00 2.585251e-01 0.036658 0.041727
0.862312 3.297868e+00 3.275596e+00 3.826327e-01 1.987936e+00 1.970568e+00 2.622078e-01 0.037015 0.042108
0.863313 3.312838e+00 3.290024e+00 3.881203e-01 1.998234e+00 1.980455e+00 2.659683e-01 0.037378 0.042494
0.864314 3.328018e+00 3.304646e+00 3.937247e-01 2.008678e+00 1.990475e+00 2.698088e-01 0.037746 0.042886
0.865315 3.343411e+00 3.319464e+00 3.994492e-01 2.019269e+00 2.000629e+00 2.737316e-01 0.038121 0.043283
0.866316 3.359024e+00 3.334483e+00 4.052971e-01 2.030011e+00 2.010921e+00 2.777391e-01 0.038501 0.043687
0.867317 3.374860e+00 3.349706e+00 4.112721e-01 2.040907e+00 2.021353e+00 2.818336e-01 0.038887 0.044097
0.868318 3.390923e+00 3.365138e+00 4.173778e-01 2.051960e+00 2.031929e+00 2.860176e-01 0.039279 0.044513
0.869319 3.407220e+00 3.380783e+00 4.236179e-01 2.063174e+00 2.042650e+00 2.902938e-01 0.039678 0.044936
0.870320 3.423754e+00 3.396645e+00 4.299964e-01 2.074552e+00 2.053519e+00 2.946648e-01 0.040083 0.045365
0.871321 3.440531e+00 3.412727e+00 4.365174e-01 2.086098e+00 2.064540e+00 2.991335e-01 0.040495 0.045802
0.872322 3.457556e+00 3.429035e+00 4.431851e-01 2.097815e+00 2.075715e+00 3.037027e-01 0.040913 0.046245
0.873323 3.474835e+00 3.445573e+00 4.500039e-01 2.109708e+00 2.087048e+00 3.083754e-01 0.041338 0.046695
0.874324 3.492372e+00 3.462345e+00 4.569783e-01 2.121779e+00 2.098542e+00 3.131548e-01 0.041771 0.047152
0.875325 3.510175e+00 3.479357e+00 4.641130e-01 2.134032e+00 2.110200e+00 3.180440e-01 0.042210 0.047616
0.876326 3.528248e+00 3.496613e+00 4.714129e-01 2.146473e+00 2.122024e+00 3.230464e-01 0.042657 0.048089
0.877327 3.546597e+00 3.514118e+00 4.788830e-01 2.159105e+00 2.134020e+00 3.281655e-01 0.043112 0.048569
0.878328 3.565230e+00 3.531877e+00 4.865287e-01 2.171932e+00 2.146190e+00 3.334048e-01 0.043574 0.049056
0.879329 3.584151e+00 3.549895e+00 4.943553e-01 2.184959e+00 2.158537e+00 3.387682e-01 0.044044 0.049552
0.880330 3.603369e+00 3.568178e+00 5.023686e-01 2.198190e+00 2.171066e+00 3.442595e-01 0.044523 0.050057
0.881331 3.622889e+00 3.586731e+00 5.105744e-01 2.211631e+00 2.183780e+00 3.498827e-01 0.045009 0.050569
0.882332 3.642718e+00 3.605559e+00 5.189789e-01 2.225285e+00 2.196682e+00 3.556421e-01 0.045505 0.051091
0.883333 3.662865e+00 3.624669e+00 5.275884e-01 2.239159e+00 2.209778e+00 3.615420e-01 0.046008 0.051621
0.884334 3.683335e+00 3.644067e+00 5.364095e-01 2.253256e+00 2.223071e+00 3.675869e-01 0.046521 0.052161
0.885335 3.704138e+00 3.663758e+00 5.454492e-01 2.267583e+00 2.236564e+00 3.737815e-01 0.047043 0.052710
0.886336 3.725280e+00 3.683748e+00 5.547145e-01 2.282145e+00 2.250263e+00 3.801308e-01 0.047575 0.053268
0.887337 3.746770e+00 3.704045e+00 5.642130e-01 2.296947e+00 2.264172e+00 3.866398e-01 0.048116 0.053837
0.888338 3.768616e+00 3.724654e+00 5.739523e-01 2.311995e+00 2.278295e+00 3.933139e-01 0.048667 0.054415
0.889339 3.790827e+00 3.745582e+00 5.839405e-01 2.327296e+00 2.292636e+00 4.001586e-01 0.049229 0.055004
0.890340 3.813411e+00 3.766835e+00 5.941861e-01 2.342855e+00 2.307201e+00 4.071796e-01 0.049800 0.055603
0.891341 3.836379e+00 3.788422e+00 6.046978e-01 2.358679e+00 2.321994e+00 4.143829e-01 0.050383 0.056214
0.892342 3.859739e+00 3.810349e+00 6.154846e-01 2.374775e+00 2.337020e+00 4.217748e-01 0.050976 0.056835
0.893343 3.883501e+00 3.832624e+00 6.265562e-01 2.391148e+00 2.352284e+00 4.293619e-01 0.051581 0.057468
0.894344 3.907675e+00 3.855254e+00 6.379223e-01 2.407807e+00 2.367791e+00 4.371508e-01 0.052197 0.058113
0.895345 3.932272e+00 3.878246e+00 6.495935e-01 2.424759e+00 2.383548e+00 4.451487e-01 0.052825 0.058770
0.896346 3.957303e+00 3.901610e+00 6.615803e-01 2.442010e+00 2.399558e+00 4.533630e-01 0.053466 0.059440
0.897347 3.982778e+00 3.925352e+00 6.738941e-01 2.459570e+00 2.415828e+00 4.618013e-01 0.054119 0.060122
0.898348 4.008709e+00 3.949481e+00 6.865467e-01 2.477445e+00 2.432363e+00 4.704717e-01 0.054785 0.060817
0.899349 4.035108e+00 3.974006e+00 6.995502e-01 2.495644e+00 2.449169e+00 4.793827e-01 0.055464 0.061526
0.900350 4.061987e+00 3.998936e+00 7.129175e-01 2.514175e+00 2.466253e+00 4.885429e-01 0.056157 0.062249
0.901351 4.089359e+00 4.024279e+00 7.266620e-01 2.533048e+00 2.483620e+00 4.979617e-01 0.056864 0.062985
0.902352 4.117237e+00 4.050045e+00 7.407976e-01 2.552271e+00 2.501276e+00 5.076485e-01 0.057586 0.063737
0.903353 4.145635e+00 4.076242e+00 7.553391e-01 2.571855e+00 2.519229e+00 5.176133e-01 0.058322 0.064504
0.904354 4.174566e+00 4.102881e+00 7.703016e-01 2.591808e+00 2.537484e+00 5.278667e-01 0.059074 0.065286
0.905355 4.204045e+00 4.129972e+00 7.857013e-01 2.612140e+00 2.556048e+00 5.384197e-01 0.059841 0.066084
0.906356 4.234087e+00 4.157524e+00 8.015548e-01 2.632863e+00 2.574929e+00 5.492837e-01 0.060625 0.066899
0.907357 4.264708e+00 4.185547e+00 8.178796e-01 2.653988e+00 2.594132e+00 5.604707e-01 0.061426 0.067731
0.908358 4.295923e+00 4.214053e+00 8.346943e-01 2.675524e+00 2.613667e+00 5.719933e-01 0.062243 0.068580
0.909359 4.327750e+00 4.243051e+00 8.520179e-01 2.697485e+00 2.633538e+00 5.838647e-01 0.063079 0.069447
0.910360 4.360205e+00 4.272554e+00 8.698707e-01 2.719881e+00 2.653756e+00 5.960987e-01 0.063933 0.070333
0.911361 4.393307e+00 4.302571e+00 8.882738e-01 2.742726e+00 2.674325e+00 6.087099e-01 0.064805 0.071238
0.912362 4.427073e+00 4.333114e+00 9.072494e-01 2.766032e+00 2.695256e+00 6.217133e-01 0.065697 0.072162
0.913363 4.461524e+00 4.364195e+00 9.268208e-01 2.789813e+00 2.716555e+00 6.351250e-01 0.066610 0.073107
0.914364 4.496679e+00 4.395826e+00 9.470123e-01 2.814082e+00 2.738231e+00 6.489617e-01 0.067543 0.074073
0.915365 4.532558e+00 4.428018e+00 9.678496e-01 2.838855e+00 2.760291e+00 6.632410e-01 0.068497 0.075060
0.916366 4.569183e+00 4.460784e+00 9.893596e-01 2.864145e+00 2.782745e+00 6.779812e-01 0.069474 0.076070
0.917367 4.606576e+00 4.494137e+00 1.011571e+00 2.889969e+00 2.805600e+00 6.932019e-01 0.070473 0.077103
0.918368 4.644759e+00 4.528087e+00 1.034512e+00 2.916342e+00 2.828866e+00 7.089233e-01 0.071496 0.078160
0.919369 4.683758e+00 4.562649e+00 1.058216e+00 2.943282e+00 2.852550e+00 7.251668e-01 0.072543 0.079241
0.920370 4.723596e+00 4.597835e+00 1.082715e+00 2.970805e+00 2.876662e+00 7.419551e-01 0.073616 0.080348
0.921371 4.764298e+00 4.633657e+00 1.108043e+00 2.998929e+00 2.901210e+00 7.593118e-01 0.074714 0.081481
0.922372 4.805893e+00 4.670130e+00 1.134237e+00 3.027673e+00 2.926204e+00 7.772619e-01 0.075840 0.082642
0.923373 4.848406e+00 4.707265e+00 1.161335e+00 3.057056e+00 2.951651e+00 7.958315e-01 0.076993 0.083830
0.924374 4.891867e+00 4.745076e+00 1.189378e+00 3.087099e+00 2.977562e+00 8.150485e-01 0.078175 0.085048
0.925375 4.936306e+00 4.783576e+00 1.218408e+00 3.117822e+00 3.003945e+00 8.349420e-01 0.079388 0.086296
0.926376 4.981753e+00 4.822778e+00 1.248470e+00 3.149247e+00 3.030809e+00 8.555426e-01 0.080631 0.087575
0.927377 5.028240e+00 4.862694e+00 1.279611e+00 3.181396e+00 3.058162e+00 8.768828e-01 0.081906 0.088886
0.928378 5.075800e+00 4.903337e+00 1.311882e+00 3.214293e+00 3.086014e+00 8.989968e-01 0.083214 0.090231
0.929379 5.124468e+00 4.944720e+00 1.345334e+00 3.247962e+00 3.114373e+00 9.219206e-01 0.084557 0.091610
0.930380 5.174280e+00 4.986854e+00 1.380023e+00 3.282428e+00 3.143246e+00 9.456922e-01 0.085936 0.093026
0.931381 5.225273e+00 5.029751e+00 1.416008e+00 3.317717e+00 3.172643e+00 9.703520e-01 0.087352 0.094479
0.932382 5.277485e+00 5.073423e+00 1.453351e+00 3.353856e+00 3.202569e+00 9.959421e-01 0.088806 0.095971
0.933383 5.330957e+00 5.117879e+00 1.492118e+00 3.390875e+00 3.233034e+00 1.022508e+00 0.090300 0.097503
0.934384 5.385729e+00 5.163129e+00 1.532376e+00 3.428801e+00 3.264043e+00 1.050096e+00 0.091836 0.099077
0.935385 5.441846e+00 5.209182e+00 1.574201e+00 3.467666e+00 3.295601e+00 1.078757e+00 0.093415 0.100694
0.936386 5.499351e+00 5.256045e+00 1.617667e+00 3.507500e+00 3.327716e+00 1.108543e+00 0.095039 0.102357
0.937387 5.558291e+00 5.303725e+00 1.662859e+00 3.548338e+00 3.360389e+00 1.139512e+00 0.096709 0.104066
0.938388 5.618714e+00 5.352226e+00 1.709861e+00 3.590213e+00 3.393626e+00 1.171721e+00 0.098428 0.105824
0.939389 5.680670e+00 5.401552e+00 1.758765e+00 3.633159e+00 3.427427e+00 1.205234e+00 0.100197 0.107633
0.940390 5.744211e+00 5.451703e+00 1.809668e+00 3.677215e+00 3.461794e+00 1.240116e+00 0.102019 0.109495
0.941391 5.809390e+00 5.502678e+00 1.862673e+00 3.722417e+00 3.496726e+00 1.276439e+00 0.103895 0.111411
0.942392 5.876262e+00 5.554472e+00 1.917887e+00 3.768806e+00 3.532220e+00 1.314276e+00 0.105828 0.113385
0.943393 5.944885e+00 5.607080e+00 1.975426e+00 3.816421e+00 3.568270e+00 1.353706e+00 0.107821 0.115419
0.944394 6.015317e+00 5.660489e+00 2.035410e+00 3.865305e+00 3.604870e+00 1.394811e+00 0.109876 0.117515
0.945395 6.087619e+00 5.714686e+00 2.097969e+00 3.915502e+00 3.642009e+00 1.437681e+00 0.111995 0.119676
0.946396 6.161855e+00 5.769650e+00 2.163238e+00 3.967057e+00 3.679675e+00 1.482408e+00 0.114182 0.121904
0.947397 6.238089e+00 5.825357e+00 2.231361e+00 4.020015e+00 3.717849e+00 1.529091e+00 0.116439 0.124203
0.948398 6.316388e+00 5.881776e+00 2.302490e+00 4.074425e+00 3.756512e+00 1.577834e+00 0.118769 0.126576
0.949399 6.396819e+00 5.938870e+00 2.376786e+00 4.130336e+00 3.795637e+00 1.628747e+00 0.121176 0.129026
0.950400 6.479454e+00 5.996594e+00 2.454419e+00 4.187799e+00 3.835194e+00 1.681947e+00 0.123663 0.131556
0.951401 6.564363e+00 6.054894e+00 2.535569e+00 4.246864e+00 3.875145e+00 1.737557e+00 0.126234 0.134171
0.952402 6.651619e+00 6.113706e+00 2.620426e+00 4.307585e+00 3.915447e+00 1.795707e+00 0.128893 0.136873
0.953403 6.741297e+00 6.172955e+00 2.709189e+00 4.370016e+00 3.956049e+00 1.856533e+00 0.131643 0.139668
0.954404 6.833471e+00 6.232555e+00 2.802069e+00 4.434212e+00 3.996891e+00 1.920182e+00 0.134489 0.142558
0.955405 6.928218e+00 6.292402e+00 2.899289e+00 4.500228e+00 4.037903e+00 1.986804e+00 0.137435 0.145550
0.956406 7.025612e+00 6.352381e+00 3.001081e+00 4.568119e+00 4.079004e+00 2.056559e+00 0.140487 0.148647
0.957407 7.125730e+00 6.412355e+00 3.107690e+00 4.637942e+00 4.120103e+00 2.129616e+00 0.143649 0.151854
0.958408 7.228646e+00 6.472168e+00 3.219373e+00 4.709753e+00 4.161092e+00 2.206149e+00 0.146925 0.155177
0.959409 7.334434e+00 6.531644e+00 3.336396e+00 4.783607e+00 4.201849e+00 2.286342e+00 0.150323 0.158621
0.960410 7.443163e+00 6.590578e+00 3.459040e+00 4.859556e+00 4.242235e+00 2.370386e+00 0.153848 0.162193
0.961411 7.554903e+00 6.648739e+00 3.587593e+00 4.937654e+00 4.282091e+00 2.458480e+00 0.157505 0.165897
0.962412 7.669716e+00 6.705864e+00 3.722356e+00 5.017950e+00 4.321237e+00 2.550829e+00 0.161301 0.169741
0.963413 7.787660e+00 6.761654e+00 3.863636e+00 5.100489e+00 4.359468e+00 2.647645e+00 0.165243 0.173731
0.964414 7.908785e+00 6.815771e+00 4.011749e+00 5.185313e+00 4.396553e+00 2.749143e+00 0.169339 0.177875
0.965415 8.033132e+00 6.867836e+00 4.167017e+00 5.272458e+00 4.432232e+00 2.855543e+00 0.173595 0.182180
0.966416 8.160732e+00 6.917419e+00 4.329763e+00 5.361952e+00 4.466210e+00 2.967069e+00 0.178019 0.186653
0.967417 8.291601e+00 6.964040e+00 4.500310e+00 5.453816e+00 4.498158e+00 3.083940e+00 0.182619 0.191303
0.968418 8.425740e+00 7.007159e+00 4.678977e+00 5.548060e+00 4.527706e+00 3.206375e+00 0.187404 0.196138
0.969419 8.563131e+00 7.046174e+00 4.866071e+00 5.644680e+00 4.554442e+00 3.334586e+00 0.192383 0.201167
0.970420 8.703732e+00 7.080415e+00 5.061885e+00 5.743658e+00 4.577907e+00 3.468772e+00 0.197564 0.206400
0.971421 8.847476e+00 7.109138e+00 5.266687e+00 5.844960e+00 4.597589e+00 3.609117e+00 0.202957 0.211844
0.972422 8.994262e+00 7.131518e+00 5.480711e+00 5.948528e+00 4.612926e+00 3.755782e+00 0.208572 0.217511
0.973423 9.143956e+00 7.146650e+00 5.704150e+00 6.054283e+00 4.623295e+00 3.908899e+00 0.214419 0.223410
0.974424 9.296381e+00 7.153537e+00 5.937137e+00 6.162118e+00 4.628015e+00 4.068558e+00 0.220507 0.229551
0.975425 9.451313e+00 7.151096e+00 6.179736e+00 6.271891e+00 4.626342e+00 4.234805e+00 0.226847 0.235944
0.976426 9.608474e+00 7.138147e+00 6.431922e+00 6.383427e+00 4.617469e+00 4.407621e+00 0.233449 0.242600
0.977427 9.767526e+00 7.113422e+00 6.693562e+00 6.496509e+00 4.600526e+00 4.586916e+00 0.240323 0.249528
0.978428 9.928063e+00 7.075564e+00 6.964397e+00 6.610875e+00 4.574582e+00 4.772512e+00 0.247480 0.256739
0.979429 1.008961e+01 7.023134e+00 7.244015e+00 6.726212e+00 4.538654e+00 4.964126e+00 0.254928 0.264242
0.980430 1.025159e+01 6.954624e+00 7.531826e+00 6.842149e+00 4.491705e+00 5.161355e+00 0.262676 0.272046
0.981431 1.041338e+01 6.868472e+00 7.827040e+00 6.958259e+00 4.432668e+00 5.363657e+00 0.270734 0.280160
0.982432 1.057422e+01 6.763085e+00 8.128637e+00 7.074046e+00 4.360449e+00 5.570333e+00 0.279107 0.288590
0.983433 1.073327e+01 6.636869e+00 8.435343e+00 7.188951e+00 4.273956e+00 5.780511e+00 0.287803 0.297343
0.984434 1.088959e+01 6.488263e+00 8.745609e+00 7.302340e+00 4.172121e+00 5.993127e+00 0.296826 0.306424
0.985435 1.104215e+01 6.315787e+00 9.057587e+00 7.413512e+00 4.053928e+00 6.206918e+00 0.306179 0.315835
0.986436 1.118980e+01 6.118096e+00 9.369125e+00 7.521696e+00 3.918455e+00 6.420407e+00 0.315862 0.325576
0.987437 1.133131e+01 5.894034e+00 9.677760e+00 7.626056e+00 3.764912e+00 6.631906e+00 0.325874 0.335648
